category,size,Frequency
C6~7077,1,42
C7~13813,1,42
C3~45,1,1923
C4~410,1,888
C5~2267,1,436
C6~7225,1,106
C7~14071,1,106
C5~2232,1,8
C6~7074,1,8
C7~13810,1,8
C5~2231,1,16
C6~7073,1,16
C7~13809,1,16
C5~2230,1,3
C6~7072,1,3
C7~13808,1,3
C4~400,1,14
C5~2240,1,14
C6~7082,1,14
C7~13818,1,14
C6~7223,1,27
C7~14069,1,27
C4~411,1,383
C5~2271,1,206
C6~7243,1,106
C7~14094,1,106
C6~7229,1,22
C7~14075,1,22
C4~409,1,289
C5~2260,1,122
C6~7174,1,77
C7~13975,1,77
C5~2261,1,86
C6~7181,1,53
C7~13982,1,53
C6~7220,1,24
C7~14066,1,24
C6~7167,1,16
C7~13968,1,16
C5~2265,1,132
C6~7206,1,14
C7~14052,1,14
C6~7212,1,79
C7~14058,1,79
C6~7228,1,52
C7~14074,1,52
C6~7221,1,22
C7~14067,1,22
C6~7241,1,33
C7~14092,1,33
C5~2272,1,177
C6~7248,1,155
C7~14109,1,8
C6~7219,1,7
C7~14065,1,7
C6~7208,1,12
C7~14054,1,12
C6~7209,1,12
C7~14055,1,12
C5~2266,1,32
C6~7214,1,12
C7~14060,1,12
C6~7215,1,10
C7~14061,1,10
C5~2264,1,234
C6~7200,1,107
C7~14046,1,107
C7~14103,1,21
C6~7216,1,4
C7~14062,1,4
C6~7222,1,37
C7~14068,1,37
C5~2259,1,81
C6~7148,1,13
C7~13904,1,13
C6~7168,1,3
C7~13969,1,3
C6~7171,1,10
C7~13972,1,10
C6~7178,1,12
C7~13979,1,12
C6~7227,1,20
C7~14073,1,20
C6~7230,1,52
C7~14076,1,52
C6~7201,1,52
C7~14047,1,52
C6~7202,1,75
C7~14048,1,75
C6~7151,1,10
C7~13910,1,10
C7~14104,1,6
C6~7152,1,43
C7~13911,1,43
C6~7150,1,13
C7~13909,1,13
C6~7242,1,6
C7~14093,1,6
C5~2268,1,54
C6~7231,1,54
C7~14077,1,54
C7~14105,1,6
C6~7226,1,21
C7~14072,1,21
C7~14101,1,15
C6~7176,1,7
C7~13977,1,7
C6~7217,1,6
C7~14063,1,6
C6~7249,1,22
C7~14113,1,15
C6~7210,1,9
C7~14056,1,9
C6~7224,1,46
C7~14070,1,46
C7~14102,1,25
C6~7179,1,5
C7~13980,1,5
C6~7169,1,5
C7~13970,1,5
C6~7180,1,6
C7~13981,1,6
C6~7170,1,4
C7~13971,1,4
C4~408,1,363
C5~2252,1,267
C6~7113,1,174
C7~13860,1,24
C6~7172,1,7
C7~13973,1,7
C7~14100,1,22
C7~14106,1,45
C6~7112,1,93
C7~13856,1,44
C7~13855,1,1
C7~13861,1,23
C7~13864,1,21
C7~13867,1,6
C7~13862,1,28
C5~2251,1,96
C6~7095,1,43
C7~13834,1,7
C7~13866,1,4
C7~13836,1,22
C6~7094,1,29
C7~13832,1,18
C7~13858,1,36
C7~13865,1,8
C7~13831,1,11
C7~13835,1,14
C6~7096,1,23
C7~13838,1,14
C6~7211,1,1
C7~14057,1,1
C7~13868,1,15
C7~13839,1,9
C7~13857,1,12
C7~13869,1,38
C7~13863,1,7
C6~7239,1,53
C7~14087,1,44
C7~14112,1,7
C6~7240,1,8
C7~14091,1,8
C7~14086,1,9
C7~14107,1,6
C4~422,1,611
C5~2324,1,359
C6~7493,1,249
C7~14740,1,123
C4~417,1,2090
C5~2290,1,887
C6~7352,1,353
C7~14331,1,176
C6~7351,1,285
C7~14318,1,72
C6~7353,1,249
C7~14335,1,246
C5~2291,1,1203
C6~7366,1,85
C7~14374,1,39
C6~7363,1,401
C7~14365,1,349
C4~418,1,622
C5~2296,1,165
C6~7381,1,141
C7~14450,1,45
C6~7364,1,455
C7~14368,1,145
C7~14317,1,193
C6~7365,1,262
C7~14370,1,142
C7~14367,1,301
C7~14364,1,52
C5~2295,1,457
C6~7377,1,416
C7~14426,1,99
C7~14330,1,82
C7~14423,1,24
C7~14373,1,12
C7~14375,1,22
C5~2325,1,72
C6~7497,1,10
C7~14751,1,10
C6~7507,1,139
C7~14771,1,139
C6~7376,1,41
C7~14409,1,41
C7~14332,1,44
C7~14316,1,20
C7~14371,1,120
C5~2339,1,218
C6~7544,1,218
C7~14834,1,218
C5~2300,1,194
C6~7395,1,120
C7~14497,1,120
C7~14421,1,47
C7~14329,1,51
C6~7457,1,23
C7~14692,1,23
C7~14420,1,67
C6~7496,1,62
C7~14750,1,62
C4~425,1,95
C5~2342,1,95
C6~7547,1,95
C7~14837,1,95
C5~2329,1,168
C6~7511,1,52
C7~14775,1,52
C6~7382,1,24
C7~14453,1,16
C6~7494,1,110
C7~14747,1,17
C7~14452,1,8
C7~14738,1,105
C7~14448,1,50
C7~13572,1,8
C7~14376,1,12
C6~7458,1,20
C7~14693,1,20
C7~14515,1,5
C6~7406,1,200
C7~14522,1,134
C7~14748,1,32
C7~14425,1,67
C6~7394,1,74
C7~14496,1,74
C7~14422,1,31
C7~14424,1,81
C7~14449,1,46
C7~14745,1,45
C7~14741,1,21
C6~7513,1,24
C7~14777,1,24
C6~7509,1,65
C7~14773,1,65
C6~7512,1,92
C7~14776,1,92
C4~420,1,1263
C5~2310,1,1088
C6~7447,1,216
C7~14637,1,138
C5~2309,1,175
C6~7439,1,35
C7~14585,1,35
C6~7446,1,448
C7~14633,1,237
C6~7436,1,52
C7~14574,1,29
C7~14632,1,115
C6~7445,1,198
C7~14628,1,119
C6~7437,1,35
C7~14579,1,14
C7~14634,1,96
C6~7444,1,226
C7~14624,1,45
C7~14573,1,16
C7~14623,1,83
C7~14578,1,16
C6~7435,1,15
C7~14559,1,9
C7~14627,1,52
C7~14630,1,15
C7~14575,1,7
C7~14625,1,98
C7~14629,1,12
C7~14560,1,6
C5~2341,1,45
C6~7546,1,45
C7~14836,1,45
C6~7468,1,11
C7~14703,1,11
C5~2330,1,29
C6~7514,1,29
C7~14778,1,29
C6~7472,1,22
C7~14707,1,22
C6~7465,1,24
C7~14700,1,24
C6~7464,1,14
C7~14699,1,14
C7~14523,1,55
C7~14504,1,45
C7~14524,1,11
C6~7405,1,44
C7~14518,1,44
C7~14508,1,18
C7~14517,1,18
C7~14746,1,3
C5~2323,1,180
C6~7491,1,108
C7~14732,1,11
C5~2203,1,12
C6~7008,1,12
C7~13723,1,12
C6~7490,1,72
C7~14727,1,39
C2~17,1,63140
C3~47,1,2960
C4~429,1,163
C5~2355,1,91
C6~7588,1,68
C7~14883,1,68
C6~7589,1,23
C7~14884,1,23
C4~433,1,1473
C5~2378,1,515
C6~7672,1,318
C7~15022,1,318
C4~431,1,716
C5~2369,1,331
C6~7639,1,38
C7~14969,1,38
C5~2366,1,34
C6~7627,1,34
C7~14928,1,34
C5~2379,1,275
C6~7676,1,177
C7~15026,1,177
C5~2377,1,453
C6~7668,1,309
C7~15018,1,309
C6~7641,1,194
C7~14971,1,194
C5~2367,1,221
C6~7629,1,103
C7~14931,1,33
C5~2368,1,130
C6~7636,1,56
C7~14964,1,37
C6~7630,1,118
C7~14939,1,97
C6~7670,1,30
C7~15020,1,30
C6~7673,1,153
C7~15023,1,153
C7~14932,1,70
C5~2356,1,25
C6~7591,1,24
C7~14886,1,24
C5~2376,1,230
C6~7666,1,230
C7~15016,1,230
C4~428,1,177
C5~2348,1,22
C6~7554,1,22
C7~14846,1,22
C4~430,1,143
C5~2360,1,44
C6~7606,1,44
C7~14901,1,44
C6~7677,1,70
C7~15027,1,70
C6~7674,1,44
C7~15024,1,44
C5~2354,1,25
C6~7581,1,25
C7~14876,1,25
C4~432,1,148
C5~2373,1,104
C6~7654,1,69
C7~15004,1,69
C5~2372,1,13
C6~7651,1,13
C7~15001,1,13
C6~7678,1,28
C7~15028,1,28
C6~7638,1,84
C7~14968,1,84
C5~2345,1,18
C6~7550,1,18
C7~14840,1,18
C6~7669,1,113
C7~15019,1,113
C6~7656,1,2
C7~15006,1,2
C7~14938,1,19
C7~14965,1,19
C6~7640,1,15
C7~14970,1,15
C6~7592,1,1
C7~14887,1,1
C6~7655,1,30
C7~15005,1,30
C5~2363,1,13
C6~7614,1,13
C7~14915,1,13
C5~2361,1,34
C6~7612,1,34
C7~14913,1,34
C5~2374,1,31
C6~7659,1,24
C7~15009,1,24
C6~7660,1,6
C7~15010,1,6
C6~7653,1,3
C7~15003,1,3
C4~434,1,140
C5~2382,1,133
C6~7681,1,133
C7~15031,1,133
C3~48,1,2210
C4~436,1,960
C5~2385,1,764
C6~7687,1,184
C7~15045,1,93
C6~7691,1,198
C7~15062,1,145
C5~2384,1,96
C6~7683,1,96
C7~15033,1,96
C6~7689,1,182
C7~15056,1,3
C6~7692,1,39
C7~15067,1,35
C5~2386,1,100
C6~7702,1,59
C7~15098,1,59
C7~15046,1,75
C6~7688,1,33
C7~15050,1,32
C7~15063,1,11
C6~7685,1,58
C7~15037,1,53
C7~15055,1,41
C7~15054,1,125
C6~7703,1,39
C7~15099,1,39
C7~15053,1,13
C7~15061,1,36
C6~7690,1,8
C7~15059,1,8
C4~440,1,445
C5~2418,1,28
C6~7835,1,22
C7~15356,1,15
C4~442,1,134
C5~2434,1,67
C6~7883,1,49
C7~15438,1,49
C4~438,1,295
C5~2404,1,131
C6~7783,1,36
C7~15213,1,24
C6~7701,1,2
C7~15097,1,2
C5~2417,1,394
C6~7828,1,72
C7~15317,1,54
C6~7825,1,52
C7~15305,1,12
C6~7824,1,184
C7~15298,1,68
C5~2407,1,63
C6~7795,1,34
C7~15237,1,34
C7~15318,1,17
C7~15064,1,6
C3~49,1,952
C4~449,1,480
C5~2467,1,330
C6~7957,1,233
C7~15602,1,109
C3~51,1,12474
C4~485,1,1098
C5~2651,1,1098
C6~8560,1,1098
C7~16935,1,1098
C4~441,1,55
C5~2427,1,32
C6~7855,1,25
C7~15395,1,25
C5~2426,1,21
C6~7849,1,20
C7~15382,1,20
C3~50,1,11906
C4~456,1,2631
C5~2488,1,213
C6~8004,1,213
C7~15702,1,213
C4~437,1,31
C5~2394,1,17
C6~7738,1,17
C7~15161,1,17
C5~2393,1,1
C6~7737,1,1
C7~15160,1,1
C5~2396,1,2
C6~7748,1,2
C7~15171,1,2
C5~2405,1,59
C6~7787,1,25
C7~15224,1,11
C6~7782,1,61
C7~15206,1,28
C6~7794,1,29
C7~15236,1,29
C7~15207,1,33
C5~2403,1,19
C6~7780,1,19
C7~15203,1,19
C4~439,1,169
C5~2412,1,99
C6~7812,1,45
C7~15277,1,33
C5~2406,1,18
C6~7791,1,7
C7~15233,1,7
C7~15307,1,21
C7~15225,1,14
C6~7792,1,11
C7~15234,1,11
C6~7784,1,34
C7~15215,1,18
C6~7788,1,17
C7~15228,1,9
C4~28,1,130
C5~176,1,40
C6~720,1,29
C7~1589,1,29
C5~173,1,10
C6~708,1,4
C7~1577,1,4
C7~15227,1,8
C5~172,1,10
C6~705,1,10
C7~1574,1,10
C5~175,1,38
C6~715,1,36
C7~1584,1,36
C5~174,1,32
C6~712,1,14
C7~1581,1,14
C6~707,1,6
C7~1576,1,6
C6~7789,1,17
C7~15230,1,7
C6~713,1,17
C7~1582,1,17
C7~15216,1,16
C6~718,1,7
C7~1587,1,7
C7~15231,1,10
C7~15212,1,12
C6~7811,1,52
C7~15275,1,32
C5~2408,1,5
C6~7796,1,5
C7~15238,1,5
C6~719,1,4
C7~1588,1,4
C4~443,1,58
C5~2440,1,6
C6~7897,1,5
C7~15454,1,5
C5~2411,1,55
C6~7807,1,55
C7~15265,1,55
C7~15297,1,74
C5~2433,1,54
C6~7870,1,45
C7~15421,1,45
C6~770,1,340
C7~1674,1,340
C7~15274,1,20
C5~2410,1,15
C6~7806,1,15
C7~15264,1,15
C7~15278,1,11
C5~2416,1,23
C6~7822,1,23
C7~15293,1,23
C4~444,1,63
C5~2447,1,13
C6~7914,1,13
C7~15471,1,13
C6~7827,1,48
C7~15314,1,37
C7~15299,1,24
C6~7829,1,11
C7~15328,1,7
C7~15296,1,18
C7~15306,1,8
C6~7826,1,27
C7~15311,1,15
C7~15319,1,1
C7~15312,1,6
C7~15310,1,6
C7~15355,1,7
C7~15326,1,2
C5~2445,1,23
C6~7905,1,12
C7~15462,1,12
C7~15325,1,1
C7~15308,1,10
C4~475,1,1436
C5~2578,1,338
C6~8296,1,269
C7~16170,1,225
C6~7856,1,7
C7~15396,1,7
C6~7885,1,13
C7~15440,1,13
C6~7886,1,4
C7~15441,1,4
C6~7873,1,3
C7~15426,1,3
C5~2441,1,41
C6~7900,1,41
C7~15457,1,41
C5~2432,1,13
C6~7868,1,13
C7~15419,1,13
C5~2446,1,21
C6~7912,1,15
C7~15469,1,15
C5~2428,1,2
C6~7858,1,2
C7~15398,1,2
C6~7906,1,9
C7~15463,1,9
C3~56,1,2315
C4~538,1,2011
C5~2953,1,450
C6~9454,1,26
C7~18656,1,26
C6~7913,1,6
C7~15470,1,6
C5~2444,1,6
C6~7903,1,6
C7~15460,1,6
C4~30,1,467
C5~182,1,28
C6~736,1,10
C7~1616,1,10
C5~180,1,57
C6~727,1,57
C7~1596,1,57
C5~184,1,244
C6~744,1,52
C7~1633,1,51
C5~181,1,38
C6~730,1,17
C7~1605,1,4
C5~183,1,76
C6~740,1,45
C7~1623,1,21
C6~743,1,4
C7~1630,1,4
C6~729,1,6
C7~1600,1,2
C7~1604,1,13
C5~185,1,24
C6~747,1,9
C7~1639,1,9
C7~1599,1,4
C6~745,1,188
C7~1636,1,183
C5~192,1,294
C6~773,1,202
C7~1677,1,202
C6~737,1,17
C7~1617,1,17
C6~741,1,27
C7~1626,1,27
C7~1624,1,24
C6~731,1,15
C7~1607,1,13
C6~739,1,4
C7~1620,1,4
C7~1637,1,5
C6~748,1,15
C7~1643,1,15
C6~735,1,1
C7~1615,1,1
C5~194,1,223
C6~780,1,49
C7~1684,1,49
C7~1634,1,1
C5~193,1,29
C6~777,1,29
C7~1681,1,29
C6~767,1,277
C7~1671,1,277
C5~188,1,223
C6~756,1,223
C7~1654,1,223
C6~7955,1,35
C7~15588,1,12
C4~447,1,472
C5~2458,1,297
C6~7934,1,39
C7~15521,1,16
C5~2457,1,142
C6~7929,1,29
C7~15489,1,9
C7~15586,1,7
C7~15516,1,8
C7~15517,1,4
C7~15585,1,5
C5~2466,1,125
C6~7951,1,28
C7~15564,1,6
C7~15488,1,16
C7~15600,1,42
C6~7936,1,212
C7~15535,1,72
C7~15563,1,20
C5~2465,1,25
C6~7949,1,25
C7~15559,1,25
C5~2456,1,33
C6~7927,1,33
C7~15484,1,33
C7~15603,1,32
C7~15515,1,5
C7~15537,1,11
C3~53,1,14425
C4~501,1,819
C5~2709,1,819
C6~8731,1,819
C7~17190,1,819
C7~15584,1,4
C7~15531,1,19
C6~7956,1,62
C7~15592,1,23
C6~7952,1,19
C7~15573,1,4
C7~15574,1,7
C7~15595,1,19
C6~7953,1,78
C7~15577,1,21
C7~15570,1,7
C6~7935,1,45
C7~15524,1,35
C7~15578,1,17
C6~7931,1,74
C7~15504,1,30
C6~7930,1,39
C7~15497,1,9
C7~15533,1,76
C7~15576,1,17
C7~15527,1,1
C7~15508,1,4
C7~15503,1,12
C7~15505,1,19
C7~15599,1,36
C7~15496,1,18
C7~15532,1,33
C7~15579,1,10
C7~15593,1,16
C7~15509,1,1
C7~15598,1,13
C7~15601,1,1
C7~15594,1,2
C7~15534,1,1
C7~15507,1,7
C7~15526,1,3
C7~15581,1,2
C7~15506,1,1
C7~15525,1,3
C4~473,1,1176
C5~2567,1,445
C6~8251,1,299
C7~16076,1,274
C7~15596,1,2
C7~15571,1,1
C7~15528,1,2
C5~189,1,607
C6~759,1,95
C7~1662,1,72
C6~774,1,65
C7~1678,1,65
C6~758,1,480
C7~1660,1,30
C6~760,1,6
C7~1664,1,6
C7~1658,1,187
C6~764,1,49
C7~1668,1,49
C7~1659,1,215
C6~761,1,26
C7~1665,1,26
C7~1663,1,23
C7~1657,1,46
C6~779,1,86
C7~1683,1,86
C6~765,1,29
C7~1669,1,29
C4~34,1,143
C5~216,1,71
C6~881,1,27
C7~1798,1,24
C4~36,1,478
C5~230,1,229
C6~935,1,25
C7~1867,1,14
C3~6,1,1508
C4~43,1,995
C5~259,1,174
C6~1035,1,54
C7~1991,1,54
C5~260,1,139
C6~1041,1,18
C7~1997,1,18
C5~2491,1,927
C6~8012,1,927
C7~15710,1,927
C5~2489,1,673
C6~8005,1,673
C7~15703,1,673
C5~2490,1,818
C6~8011,1,818
C7~15709,1,818
C4~468,1,1304
C5~2546,1,1227
C6~8164,1,1227
C7~15947,1,1227
C4~460,1,796
C5~2516,1,796
C6~8094,1,796
C7~15864,1,796
C4~457,1,349
C5~2497,1,59
C6~8031,1,59
C7~15742,1,59
C5~2496,1,146
C6~8030,1,146
C7~15741,1,146
C5~2495,1,140
C6~8029,1,140
C7~15740,1,140
C4~458,1,1003
C5~2503,1,240
C6~8047,1,240
C7~15775,1,240
C5~2501,1,388
C6~8043,1,388
C7~15767,1,388
C4~464,1,108
C5~2532,1,52
C6~8137,1,52
C7~15920,1,52
C4~459,1,317
C5~2508,1,142
C6~8067,1,142
C7~15815,1,142
C4~462,1,34
C5~2523,1,34
C6~8115,1,34
C7~15898,1,34
C5~2531,1,56
C6~8136,1,56
C7~15919,1,56
C5~2502,1,360
C6~8046,1,360
C7~15774,1,360
C4~465,1,537
C5~2536,1,58
C6~8141,1,58
C7~15924,1,58
C4~466,1,87
C5~2540,1,87
C6~8145,1,87
C7~15928,1,87
C5~2510,1,62
C6~8071,1,62
C7~15823,1,62
C4~461,1,260
C5~2520,1,260
C6~8106,1,260
C7~15889,1,260
C5~2500,1,15
C6~8042,1,15
C7~15766,1,15
C4~470,1,100
C5~2557,1,100
C6~8216,1,100
C7~15999,1,100
C5~2509,1,105
C6~8070,1,105
C7~15822,1,105
C4~467,1,4363
C5~2541,1,10
C6~8146,1,10
C7~15929,1,10
C5~2534,1,423
C6~8139,1,423
C7~15922,1,423
C5~2547,1,77
C6~8169,1,77
C7~15952,1,77
C5~2542,1,1040
C6~8147,1,1040
C7~15930,1,1040
C4~463,1,17
C5~2527,1,17
C6~8130,1,17
C7~15913,1,17
C6~812,1,21
C7~1728,1,21
C5~200,1,58
C6~797,1,58
C7~1701,1,58
C5~202,1,128
C6~807,1,119
C7~1722,1,33
C5~209,1,161
C6~843,1,61
C7~1759,1,61
C5~204,1,16
C6~817,1,5
C7~1733,1,5
C7~1723,1,31
C6~813,1,14
C7~1729,1,14
C5~205,1,32
C6~823,1,2
C7~1739,1,2
C6~821,1,22
C7~1737,1,22
C5~208,1,27
C6~839,1,12
C7~1755,1,12
C7~1721,1,43
C5~2543,1,3313
C6~8155,1,3313
C7~15938,1,3313
C7~1705,1,47
C5~263,1,81
C6~1063,1,80
C7~2019,1,80
C6~836,1,6
C7~1752,1,6
C5~206,1,7
C6~830,1,1
C7~1746,1,1
C7~1720,1,12
C6~808,1,9
C7~1724,1,9
C7~1707,1,21
C6~829,1,2
C7~1745,1,2
C6~844,1,94
C7~1760,1,94
C6~816,1,6
C7~1732,1,6
C6~833,1,3
C7~1749,1,3
C6~815,1,3
C7~1731,1,3
C6~820,1,5
C7~1736,1,5
C6~828,1,1
C7~1744,1,1
C6~810,1,3
C7~1726,1,3
C6~835,1,19
C7~1751,1,19
C6~831,1,3
C7~1747,1,3
C6~842,1,3
C7~1758,1,3
C4~481,1,1169
C5~2627,1,254
C6~8477,1,83
C7~16628,1,83
C3~59,1,320
C4~585,1,71
C5~3189,1,3
C6~9974,1,3
C7~19348,1,3
C5~214,1,57
C6~871,1,57
C7~1787,1,57
C6~884,1,20
C7~1807,1,18
C6~800,1,47
C7~1711,1,22
C6~883,1,19
C7~1804,1,16
C7~1710,1,22
C5~215,1,15
C6~875,1,9
C7~1791,1,9
C7~1808,1,2
C6~882,1,5
C7~1801,1,5
C7~1799,1,2
C6~801,1,18
C7~1713,1,18
C7~1704,1,5
C6~838,1,8
C7~1754,1,8
C7~1709,1,1
C7~1712,1,2
C4~472,1,1545
C5~2561,1,654
C6~8227,1,452
C7~16021,1,352
C5~2562,1,46
C6~8233,1,31
C7~16037,1,31
C5~2560,1,789
C6~8220,1,761
C7~16003,1,761
C6~8221,1,27
C7~16007,1,27
C6~8231,1,72
C7~16034,1,46
C5~2559,1,56
C6~8218,1,56
C7~16001,1,56
C7~16035,1,26
C6~8229,1,66
C7~16028,1,27
C7~16029,1,39
C4~478,1,2197
C5~2602,1,532
C6~8392,1,505
C7~16365,1,505
C6~8234,1,15
C7~16038,1,15
C6~8230,1,30
C7~16032,1,16
C6~8228,1,12
C7~16026,1,3
C5~2597,1,515
C6~8372,1,332
C7~16340,1,332
C7~16031,1,14
C7~16025,1,9
C5~2565,1,357
C6~8241,1,357
C7~16054,1,357
C7~16023,1,67
C5~2566,1,303
C6~8247,1,221
C7~16065,1,45
C5~2577,1,537
C6~8293,1,397
C7~16164,1,397
C5~2600,1,193
C6~8384,1,193
C7~16356,1,193
C6~8226,1,22
C7~16018,1,19
C5~2598,1,313
C6~8380,1,218
C7~16350,1,218
C6~8250,1,88
C7~16073,1,58
C5~2564,1,53
C6~8240,1,53
C7~16053,1,53
C7~16066,1,176
C4~474,1,825
C5~2573,1,669
C6~8277,1,301
C7~16127,1,241
C6~8276,1,71
C7~16125,1,28
C6~8252,1,58
C7~16079,1,41
C4~483,1,259
C5~2638,1,32
C6~8526,1,25
C7~16860,1,15
C7~16075,1,25
C6~8274,1,190
C7~16118,1,151
C6~8246,1,60
C7~16063,1,43
C7~16062,1,17
C7~16124,1,43
C7~16078,1,14
C6~8478,1,47
C7~16629,1,47
C5~2624,1,326
C6~8468,1,245
C7~16594,1,71
C6~8297,1,55
C7~16174,1,51
C4~479,1,1044
C5~2605,1,775
C6~8404,1,52
C7~16402,1,22
C6~8469,1,52
C7~16600,1,10
C5~2625,1,34
C6~8470,1,34
C7~16602,1,34
C6~8248,1,22
C7~16068,1,5
C5~2599,1,188
C6~8382,1,141
C7~16354,1,118
C7~16069,1,17
C7~16128,1,60
C5~2580,1,266
C6~8303,1,218
C7~16180,1,218
C5~2572,1,102
C6~8266,1,47
C7~16100,1,32
C5~2571,1,54
C6~8264,1,54
C7~16097,1,54
C6~8279,1,53
C7~16133,1,32
C6~8268,1,22
C7~16106,1,22
C7~16134,1,17
C4~477,1,366
C5~2592,1,31
C6~8356,1,31
C7~16303,1,31
C6~8269,1,32
C7~16107,1,32
C7~16119,1,36
C6~8275,1,10
C7~16121,1,10
C4~476,1,890
C5~2587,1,524
C6~8339,1,86
C7~16252,1,86
C6~8298,1,13
C7~16175,1,13
C5~2579,1,98
C6~8300,1,95
C7~16177,1,95
C7~16173,1,4
C6~8294,1,140
C7~16165,1,140
C5~2581,1,122
C6~8308,1,122
C7~16191,1,122
C7~16592,1,83
C5~2640,1,51
C6~8534,1,40
C7~16878,1,6
C5~2637,1,72
C6~8517,1,44
C7~16825,1,34
C7~16877,1,17
C7~16876,1,17
C5~2639,1,19
C6~8530,1,17
C7~16868,1,17
C6~8399,1,187
C7~16374,1,109
C6~8304,1,48
C7~16184,1,48
C5~2644,1,44
C6~8547,1,12
C7~16910,1,12
C5~2576,1,43
C6~8286,1,26
C7~16141,1,26
C7~16169,1,31
C5~2582,1,17
C6~8310,1,8
C7~16193,1,8
C6~8287,1,17
C7~16146,1,17
C5~2601,1,435
C6~8387,1,400
C7~16360,1,400
C6~8336,1,227
C7~16249,1,227
C6~8340,1,70
C7~16253,1,70
C6~8337,1,138
C7~16250,1,138
C5~2586,1,235
C6~8326,1,4
C7~16217,1,4
C5~2588,1,17
C6~8341,1,17
C7~16254,1,17
C4~482,1,412
C5~2632,1,166
C6~8498,1,95
C7~16696,1,59
C6~8475,1,23
C7~16617,1,23
C5~2623,1,136
C6~8460,1,35
C7~16532,1,35
C6~8476,1,78
C7~16627,1,78
C7~16598,1,20
C5~2631,1,211
C6~8494,1,132
C7~16686,1,93
C6~8323,1,30
C7~16206,1,30
C6~8495,1,58
C7~16689,1,35
C5~2630,1,34
C6~8487,1,6
C7~16671,1,5
C6~8386,1,35
C7~16358,1,35
C6~8324,1,88
C7~16211,1,88
C5~2585,1,114
C6~8321,1,114
C7~16204,1,114
C6~8325,1,104
C7~16214,1,104
C6~8467,1,26
C7~16586,1,4
C6~8548,1,31
C7~16911,1,31
C6~8527,1,7
C7~16864,1,5
C7~16861,1,6
C7~16168,1,13
C6~8403,1,81
C7~16395,1,63
C4~498,1,3314
C5~2700,1,3314
C6~8720,1,3314
C7~17179,1,3314
C7~16597,1,13
C6~8461,1,17
C7~16533,1,17
C6~8462,1,38
C7~16534,1,38
C6~8383,1,47
C7~16355,1,47
C5~2626,1,412
C6~8473,1,387
C7~16612,1,189
C6~8338,1,1
C7~16251,1,1
C7~16593,1,48
C5~2591,1,270
C6~8349,1,196
C7~16277,1,79
C7~16278,1,102
C6~8348,1,44
C7~16272,1,20
C6~8351,1,10
C7~16285,1,5
C7~16271,1,16
C5~2593,1,47
C6~8359,1,39
C7~16309,1,32
C7~16273,1,8
C5~2590,1,18
C6~8346,1,18
C7~16268,1,18
C7~16310,1,7
C6~8358,1,8
C7~16306,1,8
C7~16279,1,15
C5~2606,1,168
C6~8408,1,29
C7~16416,1,19
C7~16687,1,39
C7~16286,1,5
C6~8379,1,95
C7~16349,1,95
C5~2596,1,21
C6~8369,1,21
C7~16335,1,21
C6~8371,1,183
C7~16337,1,183
C6~8391,1,27
C7~16364,1,27
C7~16353,1,23
C6~8278,1,44
C7~16130,1,34
C3~54,1,3259
C4~507,1,943
C5~2748,1,56
C6~8829,1,56
C7~17420,1,56
C5~2568,1,18
C6~8253,1,18
C7~16080,1,18
C6~8402,1,126
C7~16391,1,49
C4~484,1,57
C5~2648,1,23
C6~8554,1,23
C7~16918,1,14
C6~8400,1,254
C7~16380,1,148
C6~8409,1,60
C7~16421,1,44
C6~8412,1,22
C7~16436,1,16
C5~2607,1,67
C6~8414,1,67
C7~16445,1,67
C7~16396,1,5
C7~16381,1,88
C7~16375,1,8
C7~16390,1,60
C6~8401,1,72
C7~16385,1,49
C7~16386,1,23
C7~16403,1,27
C7~16373,1,69
C7~16397,1,12
C7~16382,1,14
C7~16422,1,10
C7~16392,1,17
C6~8413,1,18
C7~16442,1,6
C6~8411,1,29
C7~16431,1,15
C7~16441,1,11
C7~16443,1,1
C7~16432,1,11
C7~16417,1,8
C6~8410,1,10
C7~16426,1,7
C3~52,1,1036
C4~487,1,292
C5~2658,1,54
C6~8589,1,27
C7~16964,1,27
C7~16614,1,59
C7~16613,1,125
C7~16072,1,27
C7~16587,1,11
C6~8501,1,26
C7~16705,1,25
C7~16670,1,1
C6~8459,1,37
C7~16516,1,37
C7~16588,1,4
C5~2754,1,212
C6~8843,1,212
C7~17450,1,212
C6~8529,1,1
C7~16867,1,1
C7~16591,1,20
C6~8518,1,28
C7~16831,1,22
C7~16599,1,9
C5~2641,1,6
C6~8536,1,3
C7~16880,1,3
C7~16595,1,19
C7~16589,1,6
C6~8463,1,9
C7~16535,1,9
C6~8496,1,21
C7~16692,1,18
C5~2642,1,11
C6~8542,1,5
C7~16896,1,1
C6~8472,1,24
C7~16605,1,5
C7~16611,1,10
C6~8531,1,1
C7~16869,1,1
C7~16606,1,10
C7~16697,1,36
C7~16608,1,4
C7~16607,1,5
C6~781,1,67
C7~1685,1,67
C6~8488,1,21
C7~16674,1,21
C7~16690,1,23
C6~8499,1,14
C7~16700,1,7
C7~16699,1,7
C6~8500,1,5
C7~16703,1,2
C6~8502,1,26
C7~16709,1,5
C7~16708,1,21
C6~8537,1,3
C7~16881,1,3
C7~16824,1,4
C7~16859,1,4
C7~16830,1,6
C7~16863,1,2
C5~2643,1,21
C6~8545,1,18
C7~16903,1,15
C4~495,1,3324
