category,size,Frequency
C4~887,1,74
C5~4997,1,74
C6~15340,1,74
C7~30971,1,74
C6~14999,1,58
C7~30490,1,21
C7~30503,1,6
C4~880,1,326
C5~4938,1,30
C6~15112,1,30
C7~30653,1,30
C7~30488,1,6
C4~875,1,269
C5~4914,1,131
C6~15046,1,131
C7~30587,1,131
C5~4888,1,41
C6~14949,1,10
C7~30367,1,10
C5~4893,1,79
C6~14969,1,3
C7~30410,1,2
C6~14965,1,29
C7~30398,1,19
C5~4913,1,20
C6~15045,1,20
C7~30586,1,20
C5~4911,1,58
C6~15043,1,10
C7~30584,1,10
C6~15042,1,48
C7~30583,1,48
C5~4912,1,59
C6~15044,1,59
C7~30585,1,59
C6~14950,1,31
C7~30368,1,31
C4~876,1,19
C5~4916,1,12
C6~15050,1,8
C7~30591,1,8
C5~4917,1,2
C6~15053,1,2
C7~30594,1,2
C5~4919,1,3
C6~15059,1,2
C7~30600,1,2
C4~890,1,1033
C5~5017,1,547
C6~15436,1,159
C7~31146,1,159
C5~4918,1,2
C6~15056,1,2
C7~30597,1,2
C6~15049,1,4
C7~30590,1,4
C6~15428,1,63
C7~31129,1,16
C6~14963,1,18
C7~30392,1,5
C7~30399,1,10
C6~15434,1,16
C7~31144,1,16
C6~14962,1,8
C7~30390,1,6
C7~30393,1,13
C6~14959,1,2
C7~30380,1,2
C6~14972,1,9
C7~30420,1,6
C7~30411,1,1
C7~31130,1,19
C7~30389,1,2
C5~4896,1,128
C6~14988,1,26
C7~30458,1,20
C6~14997,1,48
C7~30485,1,30
C7~30457,1,6
C4~877,1,29
C5~4921,1,25
C6~15063,1,18
C7~30604,1,18
C5~4937,1,222
C6~15100,1,18
C7~30641,1,18
C5~4922,1,4
C6~15065,1,4
C7~30606,1,4
C6~15062,1,5
C7~30603,1,5
C6~15002,1,10
C7~30509,1,10
C5~4889,1,38
C6~14953,1,12
C7~30371,1,12
C6~14952,1,26
C7~30370,1,26
C6~15430,1,36
C7~31134,1,30
C4~894,1,1400
C5~5072,1,242
C6~15686,1,242
C7~31568,1,242
C6~15097,1,51
C7~30638,1,51
C4~878,1,26
C5~4924,1,10
C6~15067,1,10
C7~30608,1,10
C6~15104,1,18
C7~30645,1,18
C5~4926,1,6
C6~15069,1,6
C7~30610,1,6
C5~4927,1,9
C6~15070,1,9
C7~30611,1,9
C6~15098,1,9
C7~30639,1,9
C4~874,1,212
C5~4904,1,44
C6~15019,1,17
C7~30530,1,7
C7~30529,1,10
C5~5023,1,31
C6~15482,1,21
C7~31192,1,21
C6~15018,1,27
C7~30527,1,20
C5~5022,1,53
C6~15479,1,18
C7~31189,1,18
C5~4908,1,58
C6~15038,1,31
C7~30579,1,27
C7~30526,1,7
C5~5089,1,69
C6~15703,1,69
C7~31585,1,69
C5~4891,1,37
C6~14955,1,37
C7~30373,1,37
C5~4905,1,24
C6~15021,1,12
C7~30533,1,12
C6~15023,1,9
C7~30540,1,8
C7~30539,1,1
C6~14989,1,5
C7~30461,1,3
C5~5153,1,811
C6~15913,1,23
C7~31864,1,17
C4~879,1,21
C5~4930,1,2
C6~15075,1,2
C7~30616,1,2
C5~4931,1,3
C6~15078,1,3
C7~30619,1,3
C5~4933,1,6
C6~15084,1,5
C7~30625,1,5
C5~4932,1,6
C6~15081,1,4
C7~30622,1,4
C6~15083,1,1
C7~30624,1,1
C6~15102,1,6
C7~30643,1,6
C5~4906,1,56
C6~15026,1,11
C7~30547,1,3
C6~15028,1,22
C7~30552,1,20
C6~15025,1,12
C7~30543,1,7
C6~15027,1,11
C7~30550,1,9
C7~30553,1,2
C7~30544,1,5
C6~15106,1,52
C7~30647,1,52
C5~4936,1,74
C6~15090,1,22
C7~30631,1,22
C6~15092,1,14
C7~30633,1,14
C5~5165,1,620
C6~16000,1,620
C7~32094,1,620
C6~15094,1,17
C7~30635,1,17
C6~15109,1,4
C7~30650,1,4
C6~15091,1,7
C7~30632,1,7
C6~15103,1,7
C7~30644,1,7
C5~4907,1,28
C6~15032,1,16
C7~30563,1,15
C6~14995,1,9
C7~30479,1,9
C5~4895,1,113
C6~14981,1,34
C7~30439,1,19
C5~4946,1,28
C6~15168,1,12
C7~30781,1,12
C4~885,1,371
C5~4985,1,282
C6~15285,1,49
C7~30902,1,49
C7~30484,1,18
C5~5164,1,672
C6~15998,1,520
C7~32092,1,520
C6~15105,1,20
C7~30646,1,20
C6~15099,1,3
C7~30640,1,3
C4~886,1,459
C5~4993,1,64
C6~15324,1,43
C7~30955,1,43
C6~15096,1,6
C7~30637,1,6
C6~15093,1,14
C7~30634,1,14
C6~14984,1,3
C7~30448,1,3
C4~884,1,241
C5~4980,1,33
C6~15263,1,19
C7~30876,1,19
C6~15264,1,14
C7~30877,1,14
C6~14978,1,14
C7~30429,1,8
C6~14983,1,7
C7~30445,1,5
C6~14986,1,11
C7~30454,1,1
C6~14977,1,13
C7~30427,1,12
C6~14979,1,2
C7~30433,1,2
C6~14980,1,6
C7~30436,1,3
C7~30444,1,2
C7~30438,1,15
C7~30453,1,10
C7~30430,1,6
C6~14982,1,13
C7~30442,1,9
C6~14985,1,10
C7~30451,1,6
C5~4958,1,12
C6~15204,1,6
C7~30817,1,6
C5~4947,1,12
C6~15170,1,11
C7~30783,1,11
C5~4942,1,5
C6~15142,1,4
C7~30733,1,4
C5~4949,1,24
C6~15176,1,18
C7~30789,1,18
C5~4945,1,27
C6~15165,1,8
C7~30778,1,8
C5~4944,1,73
C6~15158,1,65
C7~30771,1,65
C6~15159,1,8
C7~30772,1,8
C6~15188,1,19
C7~30801,1,19
C5~4952,1,135
C6~15185,1,118
C7~30798,1,118
C6~15177,1,6
C7~30790,1,6
C6~15167,1,16
C7~30780,1,16
C4~882,1,194
C5~4968,1,61
C6~15232,1,17
C7~30845,1,17
C6~15186,1,17
C7~30799,1,17
C5~4954,1,18
C6~15192,1,5
C7~30805,1,5
C6~15164,1,19
C7~30777,1,19
C5~4957,1,25
C6~15200,1,23
C7~30813,1,23
C5~4950,1,84
C6~15179,1,83
C7~30792,1,83
C5~5081,1,309
C6~15695,1,309
C7~31577,1,309
C5~4951,1,10
C6~15183,1,2
C7~30796,1,2
C5~4939,1,9
C6~15113,1,9
C7~30654,1,9
C5~4956,1,7
C6~15197,1,6
C7~30810,1,6
C6~15191,1,13
C7~30804,1,13
C6~15180,1,1
C7~30793,1,1
C6~15203,1,6
C7~30816,1,6
C4~891,1,72
C5~5035,1,48
C6~15604,1,48
C7~31374,1,48
C6~15231,1,44
C7~30844,1,44
C5~4948,1,3
C6~15173,1,3
C7~30786,1,3
C6~15182,1,8
C7~30795,1,8
C5~4955,1,14
C6~15194,1,13
C7~30807,1,13
C5~4961,1,7
C6~15211,1,5
C7~30824,1,5
C5~4962,1,10
C6~15214,1,10
C7~30827,1,10
C5~4966,1,13
C6~15226,1,11
C7~30839,1,11
C5~4963,1,6
C6~15217,1,6
C7~30830,1,6
C5~4964,1,12
C6~15220,1,6
C7~30833,1,6
C5~4967,1,11
C6~15229,1,5
C7~30842,1,5
C5~4965,1,35
C6~15223,1,4
C7~30836,1,4
C5~4960,1,39
C6~15207,1,32
C7~30820,1,32
C6~15208,1,7
C7~30821,1,7
C6~15222,1,31
C7~30835,1,31
C6~15219,1,6
C7~30832,1,6
C6~15228,1,6
C7~30841,1,6
C4~883,1,367
C5~4973,1,106
C6~15244,1,105
C7~30857,1,105
C5~4972,1,153
C6~15241,1,119
C7~30854,1,119
C5~4971,1,52
C6~15238,1,48
C7~30851,1,48
C6~15242,1,34
C7~30855,1,34
C5~4974,1,10
C6~15248,1,1
C7~30861,1,1
C5~4970,1,46
C6~15235,1,41
C7~30848,1,41
C6~15239,1,4
C7~30852,1,4
C6~15236,1,5
C7~30849,1,5
C5~5083,1,123
C6~15697,1,123
C7~31579,1,123
C6~15247,1,9
C7~30860,1,9
C5~4976,1,32
C6~15252,1,10
C7~30865,1,10
C5~4979,1,44
C6~15261,1,13
C7~30874,1,13
C5~4982,1,35
C6~15270,1,11
C7~30883,1,11
C5~4978,1,16
C6~15257,1,8
C7~30870,1,8
C6~15260,1,31
C7~30873,1,31
C6~15251,1,22
C7~30864,1,22
C5~4981,1,40
C6~15266,1,38
C7~30879,1,38
C6~15258,1,8
C7~30871,1,8
C5~4977,1,15
C6~15255,1,9
C7~30868,1,9
C5~4983,1,26
C6~15276,1,17
C7~30889,1,17
C6~15269,1,24
C7~30882,1,24
C6~15254,1,6
C7~30867,1,6
C6~15277,1,9
C7~30890,1,9
C6~15267,1,2
C7~30880,1,2
C6~15031,1,8
C7~30560,1,6
C6~15431,1,28
C7~31137,1,18
C5~4986,1,89
C6~15302,1,7
C7~30932,1,4
C6~15300,1,19
C7~30927,1,17
C6~15301,1,2
C7~30929,1,1
C6~15296,1,13
C7~30915,1,12
C6~15298,1,41
C7~30920,1,14
C6~15297,1,5
C7~30917,1,3
C7~30921,1,27
C6~15299,1,2
C7~30923,1,2
C6~15283,1,74
C7~30900,1,74
C6~15286,1,17
C7~30903,1,17
C6~15291,1,10
C7~30908,1,10
C6~15287,1,26
C7~30904,1,26
C6~15280,1,8
C7~30893,1,8
C6~15282,1,3
C7~30899,1,3
C6~15284,1,5
C7~30901,1,5
C6~15294,1,12
C7~30911,1,12
C6~15290,1,57
C7~30907,1,57
C6~15288,1,10
C7~30905,1,10
C6~15281,1,4
C7~30896,1,4
C5~4991,1,49
C6~15314,1,39
C7~30945,1,39
C5~4992,1,123
C6~15317,1,98
C7~30948,1,98
C5~4989,1,46
C6~15308,1,36
C7~30939,1,36
C5~4996,1,79
C6~15337,1,77
C7~30968,1,77
C5~4988,1,75
C6~15305,1,66
C7~30936,1,66
C5~4990,1,8
C6~15312,1,8
C7~30943,1,8
C6~15309,1,10
C7~30940,1,10
C6~15319,1,8
C7~30950,1,8
C6~15315,1,10
C7~30946,1,10
C6~15306,1,9
C7~30937,1,9
C6~15323,1,21
C7~30954,1,21
C5~4995,1,12
C6~15335,1,7
C7~30966,1,7
C6~15316,1,1
C7~30947,1,1
C6~15318,1,16
C7~30949,1,16
C6~15334,1,5
C7~30965,1,5
C5~5086,1,104
C6~15700,1,104
C7~31582,1,104
C6~15336,1,2
C7~30967,1,2
C6~15036,1,6
C7~30573,1,6
C6~15037,1,16
C7~30576,1,12
C7~30578,1,4
C6~15034,1,4
C7~30567,1,4
C7~30575,1,4
C6~15107,1,4
C7~30648,1,4
C6~15101,1,12
C7~30642,1,12
C6~14990,1,6
C7~30464,1,6
C6~15108,1,12
C7~30649,1,12
C6~14993,1,11
C7~30473,1,10
C6~14992,1,9
C7~30470,1,6
C7~30469,1,3
C6~14994,1,4
C7~30476,1,4
C6~14996,1,7
C7~30482,1,6
C6~14991,1,3
C7~30467,1,2
C5~4894,1,5
C6~14974,1,3
C7~30422,1,3
C7~30496,1,5
C7~30493,1,16
C6~15429,1,64
C7~31132,1,64
C7~30491,1,5
C7~30495,1,8
C7~30492,1,7
C7~30506,1,4
C7~30501,1,3
C7~30497,1,4
C7~30504,1,5
C7~30499,1,7
C7~30489,1,3
C7~30502,1,6
C4~888,1,423
C5~4999,1,230
C6~15344,1,188
C7~30978,1,54
C6~15343,1,42
C7~30974,1,42
C7~30981,1,35
C5~5000,1,79
C6~15347,1,63
C7~30987,1,42
C6~15348,1,10
C7~30989,1,6
C7~30980,1,46
C7~30982,1,22
C6~15346,1,6
C7~30984,1,6
C7~30986,1,21
C5~5001,1,113
C6~15351,1,52
C7~30993,1,52
C7~30979,1,28
C7~30990,1,4
C5~5088,1,33
C6~15702,1,33
C7~31584,1,33
C4~889,1,999
C5~5008,1,94
C6~15384,1,38
C7~31032,1,38
C5~5011,1,341
C6~15415,1,162
C7~31112,1,162
C6~15413,1,64
C7~31110,1,64
C5~5007,1,287
C6~15370,1,128
C7~31012,1,128
C5~5009,1,175
C6~15398,1,105
C7~31077,1,105
C6~15397,1,70
C7~31065,1,70
C6~15371,1,71
C7~31015,1,71
C6~15372,1,57
C7~31016,1,57
C6~15373,1,5
C7~31017,1,5
C6~15385,1,40
C7~31039,1,40
C6~15414,1,115
C7~31111,1,115
C5~5157,1,42
C6~15956,1,25
C7~31984,1,25
C6~15386,1,16
C7~31040,1,16
C5~5019,1,132
C6~15442,1,132
C7~31152,1,132
C5~5010,1,102
C6~15409,1,94
C7~31103,1,94
C6~15374,1,26
C7~31018,1,26
C6~15427,1,120
C7~31125,1,85
C5~5018,1,136
C6~15441,1,100
C7~31151,1,100
C7~31135,1,6
C6~15914,1,30
C7~31874,1,26
C5~5020,1,65
C6~15443,1,65
C7~31153,1,65
C5~5159,1,165
C6~15964,1,90
C7~32002,1,22
C6~15432,1,13
C7~31141,1,2
C6~15924,1,128
C7~31908,1,16
C6~15925,1,159
C7~31920,1,23
C7~31131,1,28
C5~5154,1,239
C6~15932,1,33
C7~31938,1,33
C7~31910,1,13
C5~5156,1,130
C6~15951,1,56
C7~31977,1,56
C6~15922,1,14
C7~31903,1,14
C7~31126,1,14
C7~31914,1,68
C6~15917,1,46
C7~31885,1,12
C6~15477,1,16
C7~31187,1,16
C7~31921,1,5
C7~31138,1,7
C6~15918,1,23
C7~31890,1,5
C7~31886,1,18
C7~31922,1,49
C5~5024,1,15
C6~15484,1,11
C7~31194,1,11
C6~15930,1,71
C7~31934,1,71
C6~15920,1,117
C7~31897,1,21
C7~31127,1,21
C6~15929,1,39
C7~31933,1,39
C6~15923,1,45
C7~31905,1,34
C6~15022,1,3
C7~30536,1,3
C7~31923,1,27
C6~15931,1,22
C7~31937,1,22
C6~15916,1,56
C7~31881,1,35
C6~15915,1,28
C7~31877,1,16
C6~15927,1,88
C7~31930,1,63
C7~31917,1,16
C7~31916,1,18
C7~31899,1,14
C7~31887,1,9
C6~15485,1,2
C7~31195,1,2
C6~15950,1,29
C7~31976,1,29
C6~15935,1,11
C7~31943,1,11
C7~31865,1,4
C7~31919,1,12
C7~31896,1,36
C6~15919,1,5
C7~31894,1,5
C7~31906,1,11
C7~31879,1,8
C6~15953,1,6
C7~31981,1,6
C6~15921,1,15
C7~31902,1,4
C7~31898,1,32
C7~31891,1,6
C7~31918,1,9
C7~31911,1,2
C7~31901,1,11
C7~31913,1,13
C7~31909,1,14
C7~31912,1,2
C7~31931,1,25
C4~901,1,391
C5~5168,1,275
C6~16015,1,80
C7~32150,1,62
C6~15936,1,11
C7~31944,1,11
C6~15937,1,7
C7~31945,1,7
C6~15909,1,177
C7~31853,1,62
C6~15481,1,10
C7~31191,1,10
C6~16016,1,89
C7~32154,1,66
C6~15433,1,22
C7~31143,1,22
C6~15963,1,58
C7~31999,1,9
C6~15954,1,6
C7~31982,1,6
C6~15438,1,13
C7~31148,1,13
C7~31854,1,81
C7~31893,1,2
C6~15933,1,11
C7~31941,1,11
C7~31876,1,2
C6~15478,1,19
C7~31188,1,19
C5~5016,1,9
C6~15425,1,9
C7~31122,1,9
C5~5031,1,3
C6~15592,1,3
C7~31362,1,3
C5~5032,1,13
C6~15595,1,12
C7~31365,1,12
C5~5030,1,4
C6~15589,1,4
C7~31359,1,4
C5~5033,1,3
C6~15598,1,3
C7~31368,1,3
C4~892,1,375
C5~5042,1,87
C6~15631,1,30
C7~31425,1,30
C5~5040,1,65
C6~15617,1,14
C7~31388,1,8
C7~31855,1,34
C6~15621,1,18
C7~31400,1,14
C4~898,1,454
C5~5147,1,75
C6~15891,1,75
C7~31792,1,75
C5~5038,1,50
C6~15609,1,16
C7~31379,1,16
C6~15622,1,27
C7~31403,1,7
C7~32001,1,52
C5~5039,1,15
C6~15613,1,6
C7~31383,1,6
C6~15619,1,3
C7~31394,1,3
C7~31837,1,31
C7~31404,1,20
C5~5041,1,64
C6~15629,1,14
C7~31423,1,5
C6~15901,1,27
C7~31815,1,6
C7~31389,1,6
C5~5037,1,94
C6~15607,1,94
C7~31377,1,94
C7~31998,1,11
C6~15949,1,22
C7~31972,1,22
C6~15911,1,37
C7~31860,1,37
C6~15623,1,26
C7~31405,1,26
C6~15628,1,14
C7~31420,1,14
C6~15632,1,57
C7~31426,1,57
C6~15908,1,64
C7~31850,1,28
C6~15907,1,19
C7~31846,1,10
C6~15614,1,8
C7~31384,1,8
C7~31421,1,2
C6~15904,1,47
C7~31831,1,16
C7~31997,1,38
C7~31849,1,30
C6~15611,1,12
C7~31381,1,12
C7~31817,1,5
C7~31801,1,3
C7~31802,1,20
C7~31819,1,10
C7~31825,1,5
C7~31836,1,12
C6~15965,1,12
C7~32009,1,3
C7~31830,1,28
C7~31821,1,2
C7~31422,1,7
C7~31820,1,19
C6~15906,1,19
C7~31842,1,9
C7~31816,1,16
C7~31803,1,21
C7~31804,1,13
C7~31841,1,10
C7~31826,1,7
C7~31845,1,9
C7~32008,1,7
C6~15948,1,10
C7~31968,1,10
C6~15610,1,22
C7~31380,1,22
C6~15938,1,3
C7~31946,1,3
C7~31829,1,1
C7~31401,1,4
C6~15620,1,3
C7~31398,1,2
C6~14550,1,81
C7~29866,1,46
C6~14752,1,22
C7~30121,1,22
C6~14750,1,39
C7~30119,1,39
C6~14700,1,32
C7~30046,1,32
C5~4836,1,57
C6~14797,1,30
C7~30182,1,30
C6~14747,1,26
C7~30114,1,18
C5~4885,1,11
C6~14943,1,6
C7~30361,1,6
C6~14746,1,29
C7~30112,1,29
C6~14751,1,16
C7~30120,1,16
C6~14703,1,12
C7~30049,1,12
C6~14549,1,56
C7~29847,1,11
C7~29849,1,11
C4~893,1,224
C5~5062,1,75
C6~15676,1,75
C7~31558,1,75
C7~29848,1,9
C5~4848,1,44
C6~14834,1,11
C7~30219,1,11
C6~14835,1,4
C7~30220,1,4
C7~29873,1,19
C6~14753,1,5
C7~30122,1,5
C5~5054,1,9
C6~15668,1,9
C7~31550,1,9
C5~5063,1,6
C6~15677,1,6
C7~31559,1,6
C6~14794,1,12
C7~30179,1,12
C7~29860,1,4
C5~4793,1,18
C6~14661,1,12
C7~30007,1,12
C6~14795,1,12
C7~30180,1,12
C6~14796,1,3
C7~30181,1,3
C5~4857,1,76
C6~14865,1,17
C7~30275,1,10
C6~14836,1,6
C7~30221,1,6
C6~14863,1,21
C7~30267,1,14
C5~5066,1,88
C6~15680,1,88
C7~31562,1,88
C7~30268,1,2
C5~5064,1,20
C6~15678,1,20
C7~31560,1,20
C5~5059,1,24
C6~15673,1,24
C7~31555,1,24
C7~30274,1,5
C7~29846,1,4
C7~30266,1,5
C7~29859,1,4
C6~14864,1,12
C7~30271,1,7
C7~29868,1,8
C7~29864,1,2
C7~29845,1,15
C6~14944,1,2
C7~30362,1,2
C6~15977,1,72
C7~32040,1,31
C7~29862,1,2
C7~29858,1,8
C6~14945,1,3
C7~30363,1,3
C7~29861,1,2
C6~14837,1,7
C7~30222,1,7
C6~14867,1,12
C7~30277,1,12
C6~14839,1,12
C7~30224,1,12
C6~15986,1,49
C7~32068,1,34
C7~29869,1,5
C7~30116,1,2
C7~29871,1,6
C6~14866,1,7
C7~30276,1,7
C7~29852,1,3
C7~30115,1,6
C6~14868,1,7
C7~30278,1,7
C6~14838,1,2
C7~30223,1,2
C6~15354,1,11
C7~30996,1,11
C5~5084,1,90
C6~15698,1,90
C7~31580,1,90
C5~5082,1,75
C6~15696,1,75
C7~31578,1,75
C5~5080,1,53
C6~15694,1,53
C7~31576,1,53
C5~5073,1,74
C6~15687,1,74
C7~31569,1,74
C5~5077,1,22
C6~15691,1,22
C7~31573,1,22
C5~5085,1,74
C6~15699,1,74
C7~31581,1,74
C5~5078,1,61
C6~15692,1,61
C7~31574,1,61
C6~15926,1,34
C7~31925,1,16
C5~5087,1,7
C6~15701,1,7
C7~31583,1,7
C6~15353,1,29
C7~30995,1,29
C5~5075,1,10
C6~15689,1,10
C7~31571,1,10
C6~15352,1,12
C7~30994,1,12
C6~15350,1,9
C7~30992,1,9
C5~5076,1,21
C6~15690,1,21
C7~31572,1,21
C5~5079,1,6
C6~15693,1,6
C7~31575,1,6
C7~30559,1,2
C5~5090,1,17
C6~15704,1,17
C7~31586,1,17
C5~5074,1,1
C6~15688,1,1
C7~31570,1,1
C4~895,1,6314
C5~5098,1,506
C6~15731,1,110
C7~31625,1,110
C5~5097,1,2457
C6~15721,1,620
C7~31609,1,98
C5~5093,1,133
C6~15707,1,133
C7~31589,1,133
C6~15726,1,122
C7~31620,1,122
C5~5094,1,159
C6~15710,1,90
C7~31592,1,90
C5~5096,1,190
C6~15716,1,46
C7~31599,1,40
C6~15734,1,36
C7~31628,1,36
C6~15717,1,55
C7~31602,1,55
C5~5100,1,690
C6~15754,1,168
C7~31655,1,45
C5~5099,1,2031
C6~15739,1,349
C7~31633,1,349
C7~31613,1,101
C6~15722,1,353
C7~31614,1,353
C7~31610,1,55
C7~31607,1,164
C6~15719,1,75
C7~31604,1,75
C7~31608,1,112
C7~31612,1,49
C6~15725,1,266
C7~31619,1,266
C6~15724,1,463
C7~31618,1,238
C6~15732,1,179
C7~31626,1,179
C7~31601,1,4
C5~5102,1,54
C6~15769,1,54
C7~31670,1,54
C7~31649,1,39
C6~15757,1,159
C7~31658,1,159
C6~15740,1,207
C7~31634,1,207
C6~15727,1,38
C7~31621,1,38
C6~15718,1,14
C7~31603,1,14
C5~5101,1,14
C6~15768,1,1
C7~31669,1,1
C7~32003,1,7
C5~5095,1,80
C6~15713,1,18
C7~31595,1,18
C6~15712,1,12
C7~31594,1,12
C6~15765,1,9
C7~31666,1,9
C6~15766,1,3
C7~31667,1,3
C6~15767,1,1
C7~31668,1,1
C6~15763,1,25
C7~31664,1,25
C6~15751,1,11
C7~31645,1,11
C7~31611,1,38
C6~15728,1,219
C7~31622,1,219
C6~15709,1,68
C7~31591,1,68
C6~15714,1,50
C7~31596,1,50
C6~15735,1,20
C7~31629,1,20
C6~15975,1,166
C7~32034,1,114
C5~5160,1,44
C6~15967,1,44
C7~32013,1,44
C6~15971,1,112
C7~32023,1,67
C6~15969,1,102
C7~32016,1,55
C7~32035,1,48
C7~32017,1,45
C7~32041,1,41
C6~15981,1,40
C7~32053,1,24
C6~15984,1,53
C7~32061,1,18
C7~32062,1,34
C6~15973,1,37
C7~32028,1,14
C6~15987,1,87
C7~32070,1,24
C6~15983,1,27
C7~32058,1,13
C7~32071,1,63
C5~5162,1,330
C6~15992,1,320
C7~32082,1,320
C6~15970,1,58
C7~32020,1,44
C5~5163,1,16
C6~15995,1,6
C7~32085,1,6
C6~15723,1,375
C7~31615,1,375
C6~15974,1,109
C7~32031,1,39
C6~15999,1,152
C7~32093,1,152
C7~32026,1,7
C7~32029,1,23
C7~32022,1,45
C6~15996,1,10
C7~32090,1,10
C7~32059,1,14
C7~32019,1,14
C7~32032,1,70
C6~15980,1,10
C7~32050,1,6
C6~15989,1,80
C7~32076,1,80
C5~5144,1,149
C6~15882,1,138
C7~31783,1,138
C6~15979,1,8
C7~32046,1,4
C6~15982,1,4
C7~32055,1,3
C7~32052,1,16
C7~32047,1,4
C6~15978,1,4
C7~32044,1,4
C7~32067,1,15
C7~32049,1,4
C6~15976,1,8
C7~32038,1,7
C5~5143,1,2
C6~15880,1,2
C7~31781,1,2
C5~5148,1,46
C6~15893,1,46
C7~31794,1,46
C5~5146,1,158
C6~15888,1,152
C7~31789,1,152
C5~5145,1,24
C6~15886,1,6
C7~31787,1,6
C6~15889,1,6
C7~31790,1,6
C6~15993,1,10
C7~32083,1,10
C6~14966,1,4
C7~30402,1,2
C6~15988,1,60
C7~32074,1,18
C6~15745,1,166
C7~31639,1,166
C7~32073,1,42
C6~15990,1,13
C7~32079,1,13
C6~16014,1,30
C7~32147,1,4
C5~5167,1,109
C6~16003,1,45
C7~32098,1,5
C6~16006,1,32
C7~32111,1,20
C6~16013,1,11
C7~32142,1,1
C6~16004,1,26
C7~32103,1,18
C4~902,1,478
C5~5176,1,123
C6~16058,1,61
C7~32212,1,61
C5~5174,1,186
C6~16042,1,88
C7~32190,1,88
C4~903,1,456
C5~5180,1,51
C6~16080,1,21
C7~32234,1,21
C5~5170,1,167
C6~16024,1,60
C7~32164,1,60
C6~16078,1,26
C7~32232,1,26
C6~16057,1,22
C7~32211,1,22
C5~5179,1,255
C6~16072,1,34
C7~32226,1,34
C6~16068,1,59
C7~32222,1,59
C6~16023,1,36
C7~32163,1,36
C6~16067,1,39
C7~32221,1,39
C6~16019,1,55
C7~32159,1,55
C6~16069,1,20
C7~32223,1,20
C6~16056,1,36
C7~32210,1,36
C6~16074,1,17
C7~32228,1,17
C6~16070,1,26
C7~32224,1,26
C5~5178,1,110
C6~16063,1,47
C7~32217,1,47
C6~16065,1,11
C7~32219,1,11
C6~16041,1,16
C7~32189,1,16
C6~16047,1,14
C7~32198,1,14
C5~5181,1,39
C6~16082,1,26
C7~32236,1,26
C6~16059,1,4
C7~32213,1,4
C6~16062,1,45
C7~32216,1,45
C6~16025,1,16
C7~32165,1,16
C6~16043,1,54
C7~32191,1,54
C6~16075,1,10
C7~32229,1,10
C6~16079,1,4
C7~32233,1,4
C5~5177,1,1
C6~16060,1,1
C7~32214,1,1
C6~16064,1,7
C7~32218,1,7
C6~16071,1,27
C7~32225,1,27
C6~16076,1,11
C7~32230,1,11
C6~16083,1,13
C7~32237,1,13
C6~16073,1,11
C7~32227,1,11
C4~904,1,2686
C5~5183,1,2064
C6~16092,1,764
C7~32271,1,636
C6~16090,1,99
C7~32260,1,41
C5~5184,1,613
C6~16105,1,17
C7~32309,1,14
C6~16101,1,224
C7~32291,1,132
C6~16095,1,357
C7~32276,1,357
C6~16087,1,272
C7~32246,1,99
C7~32249,1,37
C6~16094,1,160
C7~32275,1,160
C6~16100,1,108
C7~32289,1,108
C7~32248,1,89
C6~16091,1,78
C7~32265,1,60
C5~5185,1,9
C6~16108,1,9
C7~32316,1,9
C6~16086,1,147
C7~32241,1,96
C7~32268,1,9
C6~16104,1,13
C7~32307,1,13
C6~16089,1,60
C7~32258,1,47
C7~32272,1,110
C6~16102,1,28
C7~32298,1,1
C6~16106,1,127
C7~32314,1,4
C7~32250,1,40
C7~32262,1,49
C6~16103,1,14
C7~32303,1,8
C6~16093,1,17
C7~32274,1,17
C7~32257,1,13
C7~32302,1,4
C7~32267,1,4
C6~16088,1,110
C7~32253,1,6
C7~32313,1,123
C7~32261,1,9
C7~32252,1,7
C7~32293,1,68
C6~16107,1,82
C7~32315,1,82
C7~32255,1,67
C7~32242,1,3
C7~32292,1,5
C7~32247,1,7
C7~32273,1,18
C5~5155,1,157
C6~15946,1,48
C7~31965,1,24
C7~31966,1,24
C6~15944,1,32
C7~31959,1,14
C7~31960,1,18
C6~15942,1,3
C7~31953,1,1
C7~31954,1,2
C6~15941,1,36
C7~31950,1,7
C7~31951,1,29
C4~909,1,28
C5~5200,1,28
C6~16149,1,28
C7~32459,1,28
C6~15943,1,29
C7~31955,1,2
C7~32243,1,47
C7~32254,1,30
C7~32294,1,17
C7~32304,1,2
C4~905,1,163
C5~5191,1,25
C6~16134,1,3
C7~32378,1,3
C5~5193,1,45
C6~16136,1,45
C7~32380,1,45
C6~16133,1,21
C7~32377,1,21
C5~5194,1,41
C6~16137,1,41
C7~32381,1,41
C5~5192,1,42
C6~16135,1,42
C7~32379,1,42
C5~5190,1,10
C6~16131,1,10
C7~32375,1,10
C7~32310,1,3
C6~15750,1,219
C7~31644,1,219
C7~32266,1,1
C4~906,1,585
C5~5197,1,388
C6~16144,1,325
C7~32429,1,17
C7~32422,1,36
C5~5196,1,197
C6~16140,1,183
C7~32385,1,15
C6~16146,1,49
C7~32447,1,19
C7~32386,1,39
C7~32432,1,148
C7~32388,1,35
C7~32446,1,4
C6~16145,1,14
C7~32440,1,3
C7~32395,1,74
C6~16141,1,9
C7~32400,1,6
C7~32430,1,31
C7~32423,1,30
C7~32398,1,3
C7~32428,1,19
C7~32424,1,3
C7~32426,1,3
