Item,Freq,Size
6~4977,25,1
7~4977,25,1
5~5371,22,1
6~5371,22,1
7~5371,22,1
5~775,255,1
6~775,255,1
7~775,255,1
5~2912,55,1
6~2912,55,1
7~2912,55,1
7~1076,136,1
4~3057,155,1
5~3512,128,1
6~10354,16,1
7~14303,4,1
6~4047,103,1
7~11045,13,1
6~12194,9,1
7~15701,2,1
7~12836,7,1
7~13795,5,1
7~11046,13,1
7~12837,7,1
7~14304,4,1
7~13796,5,1
5~8503,27,1
6~8504,27,1
7~16636,1,1
7~8655,26,1
7~15702,2,1
7~5721,59,1
7~12838,7,1
4~182,998,1
5~182,998,1
6~182,998,1
7~182,998,1
4~225,3088,1
5~872,672,1
6~1765,152,1
7~1765,152,1
5~438,1406,1
6~2848,166,1
7~2848,4,1
6~4019,102,1
7~4019,2,1
5~225,44,1
6~225,44,1
7~225,44,1
6~586,520,1
7~586,520,1
6~5991,53,1
7~5991,1,1
5~10355,16,1
6~11303,6,1
7~11303,6,1
7~3797,114,1
6~1807,291,1
7~1807,3,1
6~6314,49,1
7~7638,34,1
6~11880,10,1
7~11881,10,1
7~10570,15,1
6~4540,87,1
7~5509,63,1
7~6397,48,1
7~8924,24,1
5~1667,330,1
6~9593,10,1
7~9593,10,1
5~349,620,1
6~349,620,1
7~349,620,1
6~5101,72,1
7~6981,41,1
6~14305,4,1
7~16637,1,1
6~5660,60,1
7~9947,18,1
7~6621,45,1
7~7983,31,1
6~12519,8,1
7~14306,4,1
7~14933,3,1
7~6869,42,1
7~5934,55,1
6~3835,112,1
7~5327,67,1
6~14307,4,1
7~14308,4,1
7~14309,4,1
6~11883,10,1
7~13276,6,1
6~919,320,1
7~919,320,1
6~5776,58,1
7~6714,44,1
7~6622,45,1
6~7309,37,1
7~9116,23,1
6~12520,8,1
7~12839,7,1
7~14310,4,1
7~10810,14,1
7~10811,14,1
7~16638,1,1
6~7045,40,1
7~8925,24,1
6~4797,80,1
7~4798,80,1
6~11047,13,1
7~11048,13,1
7~10356,16,1
7~7639,34,1
6~10357,16,1
7~12840,7,1
6~3904,109,1
7~5193,70,1
7~9948,18,1
7~12195,9,1
7~7136,39,1
6~8505,27,1
7~10812,14,1
7~3253,143,1
7~11049,13,1
7~3222,145,1
4~750,791,1
5~750,2,1
6~750,2,1
7~750,2,1
5~1658,331,1
6~2669,186,1
7~3447,131,1
5~2008,259,1
6~2483,201,1
7~3318,139,1
5~2502,199,1
6~7640,34,1
7~11050,13,1
6~2913,165,1
7~3188,147,1
6~3223,145,1
7~5722,59,1
7~6184,51,1
6~5777,58,1
7~7137,39,1
7~6870,42,1
7~14934,3,1
7~14311,4,1
7~9594,20,1
7~11884,10,1
7~10571,15,1
7~9770,19,1
7~9949,18,1
7~12521,8,1
7~5157,71,1
4~1342,260,1
5~1342,55,1
6~1342,55,1
7~1342,55,1
5~4277,93,1
6~4277,1,1
7~4277,1,1
6~13277,3,1
7~13277,3,1
5~11304,12,1
6~11305,6,1
7~11305,6,1
5~4155,99,1
6~7391,18,1
7~7391,18,1
6~11611,11,1
7~14312,4,1
6~11306,6,1
7~11306,6,1
6~8781,25,1
7~13278,6,1
6~12196,9,1
7~14313,4,1
7~12841,7,1
6~7138,39,1
7~9437,21,1
7~9771,19,1
6~6058,53,1
7~10151,17,1
5~16639,1,1
6~15703,1,1
7~15703,1,1
7~13797,5,1
7~9950,18,1
6~7746,33,1
7~10572,15,1
7~7392,36,1
7~9951,18,1
4~3815,95,1
5~3815,6,1
6~3815,6,1
7~3815,6,1
5~4156,33,1
6~4156,33,1
7~4156,33,1
5~7641,34,1
6~7046,20,1
7~7046,20,1
6~8341,14,1
7~8341,14,1
5~9257,22,1
6~7862,16,1
7~7862,16,1
6~11307,6,1
7~11307,6,1
5~2766,102,1
6~2766,25,1
7~2766,25,1
6~5820,57,1
7~8926,12,1
6~5661,20,1
7~5661,20,1
7~6245,25,1
7~11885,5,1
7~8100,15,1
4~7747,33,1
5~9952,6,1
6~9952,6,1
7~9952,6,1
5~5821,19,1
6~5821,19,1
7~5821,19,1
5~8927,8,1
6~8927,8,1
7~8927,8,1
4~1285,111,1
5~1285,111,1
6~1285,111,1
7~1285,111,1
4~4715,82,1
5~5992,54,1
6~10813,14,1
7~11886,10,1
6~7047,40,1
7~11612,11,1
5~8342,28,1
6~10152,17,1
7~10153,17,1
6~11613,11,1
7~11614,11,1
7~14314,4,1
7~8217,29,1
4~7642,34,1
5~8343,28,1
6~12522,4,1
7~12522,4,1
6~6398,24,1
7~6398,24,1
5~13279,6,1
6~11308,6,1
7~11308,6,1
4~4645,21,1
5~4645,21,1
6~4645,21,1
7~4645,21,1
4~7984,28,1
5~7984,1,1
6~7984,1,1
7~7984,1,1
5~8656,26,1
6~9258,22,1
7~9259,22,1
5~16640,1,1
6~16641,1,1
7~16642,1,1
6~14935,3,1
7~14936,3,1
6~16643,1,1
7~16644,1,1
4~6799,37,1
5~6799,2,1
6~6799,2,1
7~6799,2,1
5~7748,11,1
6~7748,11,1
7~7748,11,1
5~5102,24,1
6~5102,24,1
7~5102,24,1
4~617,974,1
5~1000,581,1
6~1000,1,1
7~1000,1,1
5~617,8,1
6~617,8,1
7~617,8,1
5~4541,87,1
6~9595,10,1
7~9595,10,1
5~5103,72,1
6~6315,48,1
7~6315,1,1
5~4929,76,1
6~5993,27,1
7~5993,27,1
6~6982,41,1
7~11309,12,1
7~8344,28,1
6~3582,125,1
7~14315,4,1
7~7529,35,1
6~5468,32,1
7~5468,32,1
6~7749,33,1
7~8782,25,1
6~6114,26,1
7~6114,26,1
7~12523,8,1
7~16645,1,1
7~4571,86,1
5~3132,150,1
6~5372,33,1
7~5372,33,1
6~7233,19,1
7~7233,19,1
7~12197,9,1
6~11051,13,1
7~14937,3,1
7~12842,7,1
6~4978,74,1
7~4978,1,1
6~13280,6,1
7~14938,3,1
7~14939,3,1
6~7863,16,1
7~7863,16,1
6~12524,8,1
7~16646,1,1
7~12843,7,1
7~7310,37,1
7~10814,14,1
7~14940,3,1
6~2128,241,1
7~5994,54,1
7~9260,22,1
7~7393,36,1
7~6246,50,1
6~5104,72,1
7~9772,19,1
7~6059,53,1
7~15704,2,1
6~10358,16,1
7~10359,16,1
6~8928,24,1
7~9117,23,1
7~4331,93,1
7~6715,44,1
6~4930,38,1
7~4930,38,1
7~16647,1,1
6~3561,63,1
7~3561,63,1
3~238,2960,1
4~2214,177,1
5~2214,18,1
6~2214,18,1
7~2214,18,1
5~8506,9,1
6~8506,9,1
7~8506,9,1
5~1461,128,1
6~1461,128,1
7~1461,128,1
5~5373,22,1
6~5373,22,1
7~5373,22,1
4~1623,339,1
5~2384,212,1
6~1668,165,1
7~1668,165,1
6~6115,26,1
7~6115,26,1
6~9596,10,1
7~9596,10,1
6~9261,11,1
7~9261,11,1
5~14316,4,1
6~14317,2,1
7~14317,2,1
6~14318,2,1
7~14318,2,1
5~3613,123,1
6~5105,36,1
7~5105,36,1
6~2797,87,1
7~2797,87,1
4~519,1183,1
5~519,1,1
6~519,1,1
7~519,1,1
5~1963,266,1
6~7139,39,1
7~10815,14,1
5~3266,142,1
6~10154,17,1
7~13798,5,1
7~12844,7,1
5~1269,451,1
6~1964,133,1
7~1964,133,1
6~2358,215,1
7~9438,21,1
7~14319,4,1
5~3836,112,1
6~7311,37,1
7~8507,27,1
6~11052,12,1
7~11052,1,1
7~14320,4,1
7~10573,15,1
7~12525,8,1
6~14941,3,1
7~16648,1,1
6~6871,42,1
7~12526,8,1
5~2393,211,1
6~4799,80,1
7~9118,23,1
6~4299,94,1
7~6716,44,1
7~12527,8,1
7~16649,1,1
7~14942,3,1
7~13281,6,1
7~12528,8,1
7~15705,2,1
7~15706,2,1
7~3693,119,1
6~5935,55,1
7~6623,45,1
7~14943,3,1
7~14944,3,1
7~12845,7,1
7~7048,40,1
7~15707,2,1
7~13282,6,1
6~4249,48,1
7~4249,48,1
7~16650,1,1
7~12846,7,1
7~8657,26,1
7~11887,10,1
7~15708,2,1
7~9773,19,1
7~6872,42,1
7~15709,2,1
7~15710,2,1
7~13283,6,1
7~14945,3,1
6~9597,20,1
7~12847,7,1
7~16651,1,1
6~1592,172,1
7~1592,172,1
6~5015,37,1
7~5015,37,1
7~12848,7,1
7~8783,25,1
6~6800,43,1
7~10155,17,1
7~13284,6,1
7~16652,1,1
6~7312,37,1
7~10360,16,1
6~2798,87,1
7~2798,87,1
6~9262,11,1
7~9262,11,1
7~14946,3,1
7~13285,6,1
7~14947,3,1
7~16653,1,1
7~9598,20,1
7~14948,3,1
7~14949,3,1
7~10361,16,1
7~15711,2,1
4~307,1445,1
5~307,243,1
6~307,243,1
7~307,243,1
5~3878,30,1
6~3878,30,1
7~3878,30,1
5~205,1192,1
6~1046,186,1
7~205,1192,1
6~533,380,1
6~634,325,1
6~686,301,1
4~135,5825,1
5~135,2,1
6~135,2,1
7~135,2,1
5~9439,7,1
6~9439,7,1
7~9439,7,1
5~7750,11,1
6~7750,11,1
7~7750,11,1
5~13286,2,1
6~13286,2,1
7~13286,2,1
5~5662,20,1
6~5662,20,1
7~5662,20,1
5~3086,51,1
6~3086,51,1
7~3086,51,1
5~65,4888,1
6~65,4888,1
7~65,4888,1
5~271,844,1
6~271,844,1
7~271,844,1
4~309,1473,1
5~309,230,1
6~309,230,1
7~309,230,1
5~1256,453,1
6~1256,1,1
7~1256,1,1
6~949,309,1
7~949,309,1
6~2251,113,1
7~2251,113,1
5~1908,275,1
6~1557,177,1
7~1557,177,1
5~1127,515,1
6~925,318,1
7~925,318,1
6~3302,70,1
7~3302,70,1
6~1760,153,1
7~1760,153,1
6~5663,30,1
7~5663,30,1
6~4502,44,1
7~4502,44,1
6~5875,28,1
7~5875,28,1
4~883,665,1
5~8218,29,1
6~8508,27,1
7~10156,17,1
5~6399,48,1
6~6624,45,1
7~11615,11,1
7~11888,10,1
5~988,588,1
6~1337,426,1
7~8345,28,1
7~5282,68,1
7~7643,34,1
6~15712,2,1
7~16654,1,1
7~11310,12,1
6~14950,3,1
7~16655,1,1
7~16656,1,1
7~5106,72,1
7~15713,2,1
7~7530,35,1
7~9953,18,1
6~2962,162,1
7~10574,15,1
7~12849,7,1
7~7234,38,1
7~14321,4,1
7~9954,18,1
7~12529,8,1
7~9119,23,1
7~10816,14,1
7~10157,17,1
7~4467,89,1
7~14322,4,1
7~13287,6,1
7~11889,10,1
7~10575,15,1
7~12850,7,1
7~7985,31,1
7~7986,31,1
7~9955,18,1
4~2063,251,1
5~10576,5,1
6~10576,5,1
7~10576,5,1
5~13288,2,1
6~13288,2,1
7~13288,2,1
5~5778,58,1
6~4123,50,1
7~4123,50,1
6~10362,8,1
7~10362,8,1
5~2979,161,1
6~4124,100,1
7~7140,39,1
6~11616,11,1
7~16657,1,1
7~14323,4,1
7~12851,7,1
7~13289,6,1
7~8658,26,1
7~10363,16,1
6~6247,50,1
7~12530,8,1
5~8784,25,1
6~11053,13,1
7~15714,2,1
6~14324,4,1
7~14325,4,1
7~13799,5,1
7~11890,10,1
6~12531,8,1
7~14951,3,1
7~10817,14,1
7~11617,11,1
7~10818,14,1
7~11618,11,1
7~13800,5,1
4~1238,388,1
5~1410,133,1
6~1410,133,1
7~1410,133,1
5~6873,14,1
6~6873,14,1
7~6873,14,1
5~1277,150,1
6~1277,150,1
7~1277,150,1
5~1238,25,1
6~1238,25,1
7~1238,25,1
5~1880,93,1
6~1880,93,1
7~1880,93,1
5~3536,57,1
6~11311,6,1
7~11311,6,1
6~10819,7,1
7~10819,7,1
6~9956,9,1
7~9956,9,1
5~3043,52,1
6~3043,52,1
7~3043,52,1
4~336,1723,1
5~362,1723,1
6~1707,319,1
7~4226,93,1
6~7751,33,1
7~11312,6,1
7~7864,16,1
7~4931,73,1
7~11891,5,1
7~3754,58,1
6~6400,48,1
7~15715,1,1
6~3738,117,1
7~9957,9,1
7~9958,9,1
7~7235,19,1
6~336,87,1
7~1993,87,1
7~13290,3,1
7~13291,3,1
6~790,749,1
7~2491,200,1
7~1219,466,1
7~9959,9,1
6~4048,103,1
7~9599,10,1
7~7049,20,1
7~4542,86,1
7~10364,8,1
7~4870,39,1
6~2680,185,1
7~12532,7,1
7~5876,28,1
7~4572,43,1
7~10820,10,1
7~6875,21,1
7~15716,1,1
7~5063,73,1
7~14326,2,1
7~4932,76,1
6~7142,39,1
7~14952,3,1
7~9120,23,1
7~5877,28,1
6~6801,43,1
7~8660,13,1
7~10365,8,1
7~5016,74,1
7~7866,16,1
7~11892,5,1
7~5283,34,1
7~11054,13,1
7~6248,25,1
4~1213,471,1
5~1931,271,1
6~6249,25,1
7~6249,25,1
6~5779,29,1
7~5779,29,1
5~2860,169,1
6~3058,155,1
7~11055,13,1
7~4543,87,1
6~4125,50,1
7~4125,50,1
7~7531,35,1
6~10821,14,1
7~12853,7,1
6~1644,167,1
7~1644,167,1
7~12854,7,1
5~9960,18,1
6~13297,6,1
7~15718,2,1
7~14328,4,1
7~9600,20,1
6~11313,12,1
7~12855,7,1
5~11056,13,1
6~12200,9,1
7~12533,8,1
7~14954,3,1
7~16661,1,1
6~14329,4,1
7~14330,4,1
7~15719,2,1
3~576,1054,1
4~2282,216,1
5~2282,2,1
6~2282,2,1
7~2282,2,1
5~5374,66,1
6~6250,25,1
7~6250,25,1
5~4049,103,1
6~13298,3,1
7~13298,3,1
5~9961,6,1
6~9961,6,1
7~9961,6,1
6~2561,97,1
7~2561,97,1
6~4716,41,1
7~4716,41,1
6~13299,3,1
7~13299,3,1
5~7143,39,1
6~12534,4,1
7~12534,4,1
6~5195,35,1
7~5195,35,1
4~2265,56,1
5~2265,56,1
6~2265,56,1
7~2265,56,1
4~5566,62,1
5~7144,13,1
6~7144,13,1
7~7144,13,1
5~3189,49,1
6~3189,49,1
7~3189,49,1
4~313,2132,1
5~598,1025,1
6~598,3,1
7~598,3,1
5~548,1107,1
6~612,502,1
7~612,502,1
6~2385,106,1
7~2385,106,1
6~6316,48,1
7~6316,1,1
6~618,499,1
7~618,499,1
6~9440,21,1
7~12856,7,1
7~10366,16,1
6~5567,62,1
7~6802,43,1
7~10822,14,1
7~7987,31,1
7~9775,19,1
6~1195,476,1
7~2154,239,1
6~5375,66,1
7~6060,53,1
6~3267,142,1
7~4902,77,1
7~8346,28,1
6~7313,37,1
7~10578,15,1
7~15720,2,1
6~7645,34,1
7~9121,23,1
7~14955,3,1
7~2419,209,1
6~4469,89,1
7~6061,53,1
7~16662,1,1
7~11620,11,1
7~5568,62,1
7~15721,2,1
7~9441,21,1
7~11621,11,1
7~7646,34,1
6~7753,33,1
7~7754,33,1
6~10823,14,1
7~13801,5,1
7~12201,9,1
4~736,784,1
5~736,10,1
6~736,10,1
7~736,10,1
5~3332,138,1
6~2068,125,1
7~2068,125,1
5~5664,60,1
6~3671,60,1
7~3671,60,1
6~8661,13,1
7~8661,13,1
5~1515,366,1
6~3513,127,1
7~3513,1,1
6~2248,227,1
7~14331,4,1
6~9962,9,1
7~9962,9,1
7~8509,27,1
5~2408,210,1
6~3562,126,1
7~4933,76,1
7~12535,8,1
7~11314,12,1
6~4646,84,1
7~12857,7,1
7~12536,8,1
7~4717,82,1
7~3003,159,1
7~6062,53,1
7~9601,20,1
7~8929,24,1
7~10367,16,1
7~8662,26,1
6~13300,3,1
7~13300,3,1
7~8510,27,1
7~11893,10,1
7~14332,4,1
4~7050,10,1
5~7050,10,1
6~7050,10,1
7~7050,10,1
4~1042,550,1
5~1042,3,1
6~1042,3,1
7~1042,3,1
5~812,241,1
6~812,241,1
7~812,241,1
5~1063,183,1
6~1063,183,1
7~1063,183,1
5~1506,123,1
6~1506,123,1
7~1506,123,1
2~461,1332,1
3~95,8749,1
4~151,1289,1
5~151,1289,1
6~151,1289,1
7~151,1289,1
4~9963,18,1
5~7755,11,1
6~7755,11,1
7~7755,11,1
5~11315,4,1
6~11315,4,1
7~11315,4,1
5~12202,3,1
6~12202,3,1
7~12202,3,1
7~1329,107,1
4~7394,9,1
5~7394,9,1
6~7394,9,1
7~7394,9,1
4~645,943,1
5~645,5,1
6~645,5,1
7~645,5,1
5~14956,1,1
6~14956,1,1
7~14956,1,1
5~1110,526,1
6~6251,25,1
7~6251,25,1
6~4573,43,1
7~4573,43,1
5~1920,272,1
6~3015,79,1
7~3015,79,1
6~4800,40,1
7~4800,40,1
6~11316,6,1
7~11316,6,1
6~3303,70,1
7~3303,70,1
6~8347,14,1
7~8347,14,1
6~2784,88,1
7~2784,88,1
6~4422,45,1
7~4422,45,1
6~1820,145,1
7~1820,145,1
6~6543,23,1
7~6543,23,1
6~3396,67,1
7~3396,67,1
6~3514,64,1
7~3514,64,1
6~4718,41,1
7~4718,41,1
5~3319,139,1
6~3168,74,1
7~3168,74,1
6~5569,31,1
7~5569,31,1
6~4250,48,1
7~4250,48,1
6~5284,34,1
7~5284,34,1
4~3712,112,1
5~7395,12,1
6~7395,12,1
7~7395,12,1
5~3333,46,1
6~3333,46,1
7~3333,46,1
5~8511,9,1
6~8511,9,1
7~8511,9,1
5~3488,43,1
6~3488,43,1
7~3488,43,1
5~3712,2,1
6~3712,2,1
7~3712,2,1
4~1841,285,1
5~7145,13,1
6~7145,13,1
7~7145,13,1
5~4020,104,1
6~4198,98,1
7~4423,90,1
5~2870,168,1
6~3837,112,1
7~4332,93,1
7~12537,8,1
7~9776,19,1
6~5878,56,1
7~6717,44,1
6~13301,6,1
7~13302,6,1
7~11317,12,1
7~6401,12,1
4~4390,85,1
5~4390,2,1
6~4390,2,1
7~4390,2,1
5~10579,5,1
6~10579,5,1
7~10579,5,1
5~3133,50,1
6~3133,50,1
7~3133,50,1
5~4647,28,1
6~4647,28,1
7~4647,28,1
4~334,1991,1
5~334,2,1
6~334,2,1
7~334,2,1
5~689,896,1
6~8930,24,1
7~9777,19,1
7~13802,5,1
5~556,1093,1
6~4300,94,1
7~4333,93,1
7~16663,1,1
6~3642,122,1
7~11318,12,1
7~4050,103,1
7~12858,7,1
6~1392,407,1
7~9602,20,1
7~3190,147,1
7~3044,156,1
7~14957,3,1
7~4756,81,1
6~7396,36,1
7~10824,14,1
6~1593,343,1
7~5570,62,1
7~9263,22,1
6~7236,38,1
7~8348,28,1
7~16664,1,1
7~2359,215,1
7~8785,25,1
6~738,812,1
7~4227,97,1
7~1365,417,1
7~6983,41,1
7~11622,11,1
7~2095,246,1
7~12203,9,1
7~6984,41,1
6~3816,113,1
7~16665,1,1
7~5285,68,1
7~6718,44,1
7~1319,108,1
4~197,3718,1
5~197,16,1
6~197,16,1
7~197,16,1
5~1738,310,1
6~1738,1,1
7~1738,1,1
5~1059,546,1
6~1059,3,1
7~1059,3,1
5~4503,86,1
6~4503,1,1
7~4503,1,1
5~472,1290,1
6~472,9,1
7~472,9,1
6~9964,10,1
7~9964,8,1
6~6317,41,1
7~6317,8,1
6~3068,150,1
7~3068,4,1
5~490,1246,1
6~3995,53,1
7~3995,52,1
6~1444,245,1
7~1444,145,1
6~4470,67,1
7~4470,22,1
6~6185,50,1
7~6185,1,1
6~2737,90,1
7~2737,90,1
6~3955,96,1
7~3955,11,1
6~11623,11,1
7~15722,2,1
6~1898,184,1
7~1898,92,1
6~923,484,1
7~923,153,1
6~2420,131,1
7~2420,78,1
6~2024,214,1
7~2024,42,1
6~11624,11,1
7~14958,3,1
6~1171,379,1
7~1171,107,1
7~7867,32,1
7~3593,124,1
7~16666,1,1
5~9122,23,1
6~14333,4,1
7~15723,2,1
7~6803,43,1
7~12204,9,1
6~14334,4,1
7~14335,4,1
7~7532,35,1
5~3239,144,1
6~4228,93,1
7~4228,4,1
6~6719,37,1
7~6719,7,1
6~1245,352,1
7~1245,107,1
7~12205,9,1
6~10159,17,1
7~13303,6,1
6~8101,30,1
7~8512,27,1
5~5822,57,1
6~14336,4,1
7~14337,4,1
6~12859,7,1
7~15724,2,1
7~5159,71,1
7~9123,23,1
7~4158,99,1
7~9778,19,1
7~15725,2,1
6~10160,14,1
7~10160,3,1
7~12538,8,1
6~6625,45,1
7~13304,6,1
7~3134,150,1
6~12860,7,1
7~13803,5,1
7~16667,1,1
7~9264,22,1
7~6186,51,1
6~3204,146,1
7~3205,146,1
6~15726,2,1
7~15727,2,1
7~15728,2,1
7~5823,57,1
7~7397,36,1
7~10825,14,1
6~16668,1,1
7~16669,1,1
6~832,707,1
7~1129,513,1
7~11625,11,1
7~14959,3,1
7~12206,9,1
7~13804,5,1
7~2273,223,1
6~16670,1,1
7~16671,1,1
7~10826,14,1
7~5234,69,1
7~2205,232,1
7~7647,34,1
6~16672,1,1
7~16673,1,1
7~7146,39,1
7~9265,22,1
7~15729,2,1
7~2297,221,1
7~2562,194,1
7~4801,80,1
7~8102,30,1
7~9266,22,1
7~11626,11,1
4~2252,223,1
5~2252,1,1
6~2252,1,1
7~2252,1,1
5~4979,25,1
6~4979,25,1
7~4979,25,1
5~6187,17,1
6~6187,17,1
7~6187,17,1
5~3489,129,1
6~5064,73,1
7~7314,37,1
5~9124,23,1
6~12539,4,1
7~12539,4,1
7~7398,36,1
6~9779,19,1
7~13305,6,1
7~11894,10,1
6~5879,56,1
7~11627,11,1
7~8513,27,1
5~8349,28,1
6~12540,8,1
7~12541,8,1
6~7051,20,1
7~7051,20,1
7~9965,18,1
7~14960,3,1
7~235,765,1
4~1357,366,1
5~1357,18,1
6~1357,18,1
7~1357,18,1
5~4334,31,1
6~4334,31,1
7~4334,31,1
5~1937,270,1
6~6720,44,1
7~10368,16,1
7~12542,8,1
6~11895,10,1
7~13805,5,1
6~9603,20,1
7~13806,5,1
7~9604,20,1
6~2537,196,1
7~4830,79,1
7~10580,15,1
7~13807,5,1
7~10581,15,1
7~4070,102,1
5~6470,47,1
6~7147,39,1
7~12861,7,1
7~7868,32,1
6~12543,8,1
7~12544,8,1
3~105,7783,1
4~1500,353,1
5~1500,6,1
6~1500,6,1
7~1500,6,1
5~2190,78,1
6~2190,78,1
7~2190,78,1
5~2890,167,1
6~3104,152,1
7~9442,21,1
6~10582,15,1
7~10583,15,1
7~9267,22,1
7~8514,27,1
5~4071,102,1
6~4072,102,1
7~5376,66,1
7~11057,13,1
7~9125,23,1
7~4719,82,1
4~463,1242,1
5~463,29,1
6~463,29,1
7~463,29,1
5~510,1213,1
6~446,690,1
7~446,690,1
6~706,431,1
7~706,431,1
6~4301,47,1
7~4301,47,1
6~4504,44,1
7~4504,44,1
6~510,1,1
7~510,1,1
4~687,902,1
5~1640,335,1
6~1024,286,1
7~1024,286,1
6~4199,49,1
7~4199,49,1
5~2177,236,1
6~2311,110,1
7~2311,110,1
5~1659,331,1
6~1227,233,1
7~1227,233,1
6~2538,98,1
7~2538,98,1
6~2048,126,1
7~2048,126,1
4~9605,5,1
5~9605,5,1
6~9605,5,1
7~9605,5,1
4~1214,402,1
5~1214,23,1
6~1214,23,1
7~1214,23,1
5~535,379,1
6~536,379,1
7~535,379,1
4~2266,224,1
5~5108,24,1
6~5108,24,1
7~5108,24,1
5~8515,9,1
6~8515,9,1
7~8515,9,1
5~13306,2,1
6~13306,2,1
7~13306,2,1
5~9966,6,1
6~9966,6,1
7~9966,6,1
5~5665,20,1
6~5665,20,1
7~5665,20,1
5~1975,88,1
6~1975,88,1
7~1975,88,1
5~2258,75,1
6~2258,75,1
7~2258,75,1
4~2267,191,1
5~2267,11,1
6~2267,11,1
7~2267,11,1
5~10584,15,1
6~14338,2,1
7~14338,2,1
6~11896,5,1
7~11896,5,1
6~10369,8,1
7~10369,8,1
5~9967,6,1
6~9967,6,1
7~9967,6,1
5~10161,17,1
6~13307,3,1
7~13307,3,1
5~1881,93,1
6~1881,93,1
7~1881,93,1
6~8931,12,1
7~8931,12,1
5~10162,17,1
6~15730,1,1
7~15730,1,1
6~14339,2,1
7~14339,2,1
6~9268,11,1
7~9268,11,1
6~11897,5,1
7~11897,5,1
5~13308,6,1
6~11319,6,1
7~11319,6,1
5~8663,26,1
6~9968,9,1
7~9968,9,1
6~13309,3,1
7~13309,3,1
6~8350,14,1
7~8350,14,1
4~1155,436,1
6~3536,35,1
7~3536,35,1
5~8516,9,1
6~8516,9,1
7~8516,9,1
5~6402,16,1
6~6402,16,1
7~6402,16,1
5~3928,36,1
6~3928,36,1
7~3928,36,1
5~2259,75,1
6~2259,75,1
7~2259,75,1
5~9443,7,1
6~9443,7,1
7~9443,7,1
5~3135,50,1
6~3135,50,1
7~3135,50,1
5~1155,21,1
6~1155,21,1
7~1155,21,1
5~4544,29,1
6~4544,29,1
7~4544,29,1
5~2838,57,1
6~2838,57,1
7~2838,57,1
3~1061,550,1
4~5328,58,1
5~5328,3,1
6~5328,3,1
7~5328,3,1
5~6877,14,1
6~6877,14,1
7~6877,14,1
5~6878,14,1
6~6878,14,1
7~6878,14,1
5~4757,27,1
6~4757,27,1
7~4757,27,1
4~9780,19,1
5~10585,5,1
6~10585,5,1
7~10585,5,1
5~6879,14,1
6~6879,14,1
7~6879,14,1
4~338,1772,1
5~338,60,1
6~338,60,1
7~338,60,1
5~4424,84,1
6~4424,3,1
7~4424,3,1
5~856,680,1
6~1002,581,1
7~2563,194,1
5~654,948,1
6~488,631,1
7~488,631,1
7~1609,341,1
6~2988,80,1
7~2988,80,1
6~929,317,1
7~929,317,1
6~15731,1,1
7~15731,1,1
6~4159,99,1
7~7756,33,1
7~5936,55,1
7~6544,46,1
7~11628,11,1
4~7533,29,1
5~7533,2,1
6~7533,2,1
7~7533,2,1
5~14961,3,1
6~13310,3,1
7~13310,3,1
5~8932,24,1
6~11898,5,1
7~11898,5,1
6~7237,19,1
7~7237,19,1
4~2573,163,1
5~2573,10,1
6~2573,10,1
7~2573,10,1
5~8517,25,1
6~13311,3,1
7~13311,3,1
5~3563,42,1
6~3563,42,1
7~3563,42,1
6~6880,21,1
7~6880,21,1
6~8517,1,1
7~8517,1,1
5~3382,45,1
6~3382,45,1
7~3382,45,1
5~3614,41,1
6~3614,41,1
7~3614,41,1
4~422,1455,1
5~422,4,1
6~422,4,1
7~422,4,1
5~781,759,1
6~6721,22,1
7~6721,22,1
6~3838,112,1
7~8933,24,1
5~1798,296,1
6~7648,34,1
7~11629,11,1
6~3254,143,1
7~7238,38,1
6~1541,358,1
7~6626,45,1
7~7239,38,1
7~10370,16,1
6~3713,118,1
7~9969,18,1
7~9444,21,1
5~1424,395,1
6~4648,84,1
7~11058,13,1
7~15732,2,1
7~8664,26,1
7~16674,1,1
7~16675,1,1
7~9781,19,1
6~3255,143,1
7~4391,91,1
7~6116,52,1
7~9782,19,1
7~5937,55,1
7~6471,47,1
7~2601,191,1
7~12545,8,1
7~16676,1,1
7~16677,1,1
7~6985,41,1
7~13312,6,1
7~8934,24,1
7~15733,2,1
7~10827,14,1
7~8935,24,1
6~3045,156,1
7~10371,16,1
6~3777,115,1
7~10828,14,1
7~9970,18,1
7~16678,1,1
7~9269,22,1
7~4392,91,1
7~9445,21,1
7~16679,1,1
7~14340,4,1
5~14962,1,1
6~14962,1,1
7~14962,1,1
6~5377,40,1
7~5377,26,1
6~3594,124,1
7~13808,5,1
7~14963,3,1
7~14341,4,1
7~13809,5,1
7~15734,2,1
7~9783,19,1
7~16680,1,1
7~9971,18,1
7~12862,7,1
7~13313,6,1
7~16681,1,1
7~12546,8,1
7~12547,8,1
7~16682,1,1
7~15735,2,1
7~4545,87,1
6~16683,1,1
7~16684,1,1
7~9784,19,1
7~15736,2,1
7~12863,7,1
7~15737,2,1
7~11899,10,1
7~14342,4,1
7~12548,8,1
7~16685,1,1
7~11059,13,1
7~9785,19,1
7~12864,7,1
7~10829,14,1
7~14343,4,1
7~13810,5,1
7~15738,2,1
7~9972,18,1
7~15739,2,1
7~9973,18,1
7~7869,32,1
4~2454,206,1
5~2767,59,1
6~2767,59,1
7~2767,59,1
5~3564,42,1
