,comb_str,comb_freq,comb_size,imp_flag,bkt_below_10_cnt,bkt_10_20_cnt,bkt_20_50_cnt,bkt_50_100_cnt,bkt_100_above,comb_detail_str,conf_detail_str,conf_max,conf_min,conf_flag
1178,GOAT_RICH,2,3345,0,4,0,0,0,0,GOAT~2#:#RICH~2,1.0#:#1.0,1.0,1.0,1
1179,GOAT_SOUR,4,3345,0,4,0,0,0,0,GOAT~2#:#SOUR~2,2.0#:#2.0,2.0,2.0,1
1180,LICIOUS_RICH,2,3345,0,4,0,0,0,0,LICIOUS~2#:#RICH~2,1.0#:#1.0,1.0,1.0,1
1181,LICIOUS_SOUR,3,3345,0,4,0,0,0,0,LICIOUS~2#:#SOUR~2,1.5#:#1.5,1.5,1.5,1
1182,FRESH_ORGANIC,37,3345,1,4,0,0,0,0,FRESH~3#:#ORGANIC~3,12.33#:#12.33,12.33,12.33,1
1183,MEAL_ORGANIC,2,3345,0,4,0,0,0,0,MEAL~2#:#ORGANIC~3,1.0#:#0.67,1.0,0.67,0
1184,FRESH_PACK,48,3345,2,4,0,0,0,0,FRESH~3#:#PACK~3,16.0#:#16.0,16.0,16.0,1
1185,APPLE_FRESH,25,3345,2,4,0,0,0,0,APPLE~2#:#FRESH~3,12.5#:#8.33,12.5,8.33,1
1186,FRESH_SALAD,16,3345,1,4,0,0,0,0,FRESH~3#:#SALAD~2,5.33#:#8.0,8.0,5.33,1
1187,MIX_PACK,7,3345,1,4,0,0,0,0,MIX~2#:#PACK~3,3.5#:#2.33,3.5,2.33,1
1188,APPLE_PACK,2,3345,2,4,0,0,0,0,APPLE~2#:#PACK~3,1.0#:#0.67,1.0,0.67,0
1189,PACK_SALAD,6,3345,1,4,0,0,0,0,PACK~3#:#SALAD~2,2.0#:#3.0,3.0,2.0,1
1190,PACK_STYLE,3,3345,1,4,0,0,0,0,PACK~3#:#STYLE~2,1.0#:#1.5,1.5,1.0,1
1191,PACK_READY#TO,6,3345,1,4,0,0,0,0,PACK~3#:#READY#TO~2,2.0#:#3.0,3.0,2.0,1
1192,MIX_SALAD,4,3345,0,4,0,0,0,0,MIX~2#:#SALAD~2,2.0#:#2.0,2.0,2.0,1
1193,MIX_STYLE,3,3345,0,4,0,0,0,0,MIX~2#:#STYLE~2,1.5#:#1.5,1.5,1.5,1
1194,SALAD_STYLE,3,3345,0,4,0,0,0,0,SALAD~2#:#STYLE~2,1.5#:#1.5,1.5,1.5,1
1195,READY#TO_SALAD,2,3345,0,4,0,0,0,0,READY#TO~2#:#SALAD~2,1.0#:#1.0,1.0,1.0,1
1196,CHICKEN_SALAMI,20,3345,0,4,0,0,0,0,CHICKEN~3#:#SALAMI~2,6.67#:#10.0,10.0,6.67,1
1197,CHICKEN_FRESHLY#PREPARED,12,3345,0,4,0,0,0,0,CHICKEN~3#:#FRESHLY#PREPARED~2,4.0#:#6.0,6.0,4.0,1
1198,BITE_SALAMI,2,3345,0,4,0,0,0,0,BITE~2#:#SALAMI~2,1.0#:#1.0,1.0,1.0,1
1199,FRESHLY#PREPARED_SALAMI,2,3345,0,4,0,0,0,0,FRESHLY#PREPARED~2#:#SALAMI~2,1.0#:#1.0,1.0,1.0,1
1200,CHEESE_PLATES,9,3345,0,4,0,0,0,0,CHEESE~3#:#PLATES~2,3.0#:#4.5,4.5,3.0,1
1201,CHEESE_SALAMI,4,3345,0,4,0,0,0,0,CHEESE~3#:#SALAMI~2,1.33#:#2.0,2.0,1.33,1
1202,CHEESE_FRESHLY#PREPARED,5,3345,0,4,0,0,0,0,CHEESE~3#:#FRESHLY#PREPARED~2,1.67#:#2.5,2.5,1.67,1
1203,CHICKEN_PLATES,6,3345,0,4,0,0,0,0,CHICKEN~3#:#PLATES~2,2.0#:#3.0,3.0,2.0,1
1204,PLATES_SNACK,3,3345,0,4,0,0,0,0,PLATES~2#:#SNACK~3,1.5#:#1.0,1.5,1.0,1
1205,SALAMI_SNACK,3,3345,0,4,0,0,0,0,SALAMI~2#:#SNACK~3,1.5#:#1.0,1.5,1.0,1
1206,FRESHLY#PREPARED_SNACK,8,3345,0,4,0,0,0,0,FRESHLY#PREPARED~2#:#SNACK~3,4.0#:#2.67,4.0,2.67,1
1207,AND_PLATES,2,3345,0,4,0,0,0,0,AND~2#:#PLATES~2,1.0#:#1.0,1.0,1.0,1
1208,AND_FRESHLY#PREPARED,5,3345,0,4,0,0,0,0,AND~2#:#FRESHLY#PREPARED~2,2.5#:#2.5,2.5,2.5,1
1209,MOZZARELLA_SNACK,5,3345,0,4,0,0,0,0,MOZZARELLA~2#:#SNACK~3,2.5#:#1.67,2.5,1.67,1
1210,CHEESE_CRACKERS,8,3345,0,4,0,0,0,0,CHEESE~3#:#CRACKERS~2,2.67#:#4.0,4.0,2.67,1
1211,CHICKEN_CRACKERS,4,3345,0,4,0,0,0,0,CHICKEN~3#:#CRACKERS~2,1.33#:#2.0,2.0,1.33,1
1212,CRACKERS_SNACK,5,3345,0,4,0,0,0,0,CRACKERS~2#:#SNACK~3,2.5#:#1.67,2.5,1.67,1
1213,SNACK_WITH,6,3345,1,4,0,0,0,0,SNACK~3#:#WITH~2,2.0#:#3.0,3.0,2.0,1
1214,AND_CRACKERS,2,3345,0,4,0,0,0,0,AND~2#:#CRACKERS~2,1.0#:#1.0,1.0,1.0,1
1215,CRACKERS_WITH,3,3345,1,4,0,0,0,0,CRACKERS~2#:#WITH~2,1.5#:#1.5,1.5,1.5,1
1216,CRACKERS_FRESHLY#PREPARED,2,3345,0,4,0,0,0,0,CRACKERS~2#:#FRESHLY#PREPARED~2,1.0#:#1.0,1.0,1.0,1
1217,FRESHLY#PREPARED_WITH,2,3345,1,4,0,0,0,0,FRESHLY#PREPARED~2#:#WITH~2,1.0#:#1.0,1.0,1.0,1
1218,CHEESE_DIP,6,3345,0,4,0,0,0,0,CHEESE~3#:#DIP~2,2.0#:#3.0,3.0,2.0,1
1219,DIP_WITH,4,3345,1,4,0,0,0,0,DIP~2#:#WITH~2,2.0#:#2.0,2.0,2.0,1
1220,CHICKEN_PIZZA,4,3345,0,4,0,0,0,0,CHICKEN~3#:#PIZZA~2,1.33#:#2.0,2.0,1.33,1
1221,CHICKEN_PEPPERS,10,3345,0,4,0,0,0,0,CHICKEN~3#:#PEPPERS~2,3.33#:#5.0,5.0,3.33,1
1222,PIZZA_SNACK,4,3345,0,4,0,0,0,0,PIZZA~2#:#SNACK~3,2.0#:#1.33,2.0,1.33,1
1223,PEPPERS_SNACK,4,3345,0,4,0,0,0,0,PEPPERS~2#:#SNACK~3,2.0#:#1.33,2.0,1.33,1
1224,PEPPERS_PIZZA,2,3345,0,4,0,0,0,0,PEPPERS~2#:#PIZZA~2,1.0#:#1.0,1.0,1.0,1
1225,PIZZA_STYLE,2,3345,0,4,0,0,0,0,PIZZA~2#:#STYLE~2,1.0#:#1.0,1.0,1.0,1
1226,FRESHLY#PREPARED_PIZZA,3,3345,0,4,0,0,0,0,FRESHLY#PREPARED~2#:#PIZZA~2,1.5#:#1.5,1.5,1.5,1
1227,PEPPERS_STYLE,4,3345,0,4,0,0,0,0,PEPPERS~2#:#STYLE~2,2.0#:#2.0,2.0,2.0,1
1228,FRESHLY#PREPARED_PEPPERS,2,3345,0,4,0,0,0,0,FRESHLY#PREPARED~2#:#PEPPERS~2,1.0#:#1.0,1.0,1.0,1
1229,FRESHLY#PREPARED_STYLE,2,3345,0,4,0,0,0,0,FRESHLY#PREPARED~2#:#STYLE~2,1.0#:#1.0,1.0,1.0,1
1230,CHICKEN_PIECES,14,3345,0,4,0,0,0,0,CHICKEN~3#:#PIECES~2,4.67#:#7.0,7.0,4.67,1
1231,AND_FRESH,19,3345,1,4,0,0,0,0,AND~2#:#FRESH~3,9.5#:#6.33,9.5,6.33,1
1232,FRESH_FROZEN,6,3345,1,4,0,0,0,0,FRESH~3#:#FROZEN~2,2.0#:#3.0,3.0,2.0,1
1233,FRESH_PIECES,11,3345,1,4,0,0,0,0,FRESH~3#:#PIECES~2,3.67#:#5.5,5.5,3.67,1
1234,AND_CUTS,3,3345,0,4,0,0,0,0,AND~2#:#CUTS~2,1.5#:#1.5,1.5,1.5,1
1235,CUTS_FROZEN,5,3345,0,4,0,0,0,0,CUTS~2#:#FROZEN~2,2.5#:#2.5,2.5,2.5,1
1236,CUTS_PIECES,10,3345,0,4,0,0,0,0,CUTS~2#:#PIECES~2,5.0#:#5.0,5.0,5.0,1
1237,AND_PIECES,2,3345,0,4,0,0,0,0,AND~2#:#PIECES~2,1.0#:#1.0,1.0,1.0,1
1238,FROZEN_PIECES,3,3345,0,4,0,0,0,0,FROZEN~2#:#PIECES~2,1.5#:#1.5,1.5,1.5,1
1239,FRESH_WINGS,2,3345,1,4,0,0,0,0,FRESH~3#:#WINGS~2,0.67#:#1.0,1.0,0.67,0
1240,CUTS_PACK,12,3345,1,4,0,0,0,0,CUTS~2#:#PACK~3,6.0#:#4.0,6.0,4.0,1
1241,PACK_PIECES,10,3345,1,4,0,0,0,0,PACK~3#:#PIECES~2,3.33#:#5.0,5.0,3.33,1
1242,PACK_WINGS,3,3345,1,4,0,0,0,0,PACK~3#:#WINGS~2,1.0#:#1.5,1.5,1.0,1
1243,CHICKEN_THIGH,10,3345,0,4,0,0,0,0,CHICKEN~3#:#THIGH~2,3.33#:#5.0,5.0,3.33,1
1244,FRESH_THIGH,2,3345,1,4,0,0,0,0,FRESH~3#:#THIGH~2,0.67#:#1.0,1.0,0.67,0
1245,PACK_THIGH,5,3345,1,4,0,0,0,0,PACK~3#:#THIGH~2,1.67#:#2.5,2.5,1.67,1
1246,CUTS_THIGH,2,3345,0,4,0,0,0,0,CUTS~2#:#THIGH~2,1.0#:#1.0,1.0,1.0,1
1247,PIECES_THIGH,2,3345,0,4,0,0,0,0,PIECES~2#:#THIGH~2,1.0#:#1.0,1.0,1.0,1
1248,PIECES_RAW,2,3345,0,4,0,0,0,0,PIECES~2#:#RAW~2,1.0#:#1.0,1.0,1.0,1
1249,FRESH_WHITE,5,3345,2,4,0,0,0,0,FRESH~3#:#WHITE~2,1.67#:#2.5,2.5,1.67,1
1250,AND_MEAL,2,3345,0,4,0,0,0,0,AND~2#:#MEAL~2,1.0#:#1.0,1.0,1.0,1
1251,AND_MIX,9,3345,0,4,0,0,0,0,AND~2#:#MIX~2,4.5#:#4.5,4.5,4.5,1
1252,BONELESS_MEAL,3,3345,0,4,0,0,0,0,BONELESS~2#:#MEAL~2,1.5#:#1.5,1.5,1.5,1
1253,MIX_WHITE,2,3345,1,4,0,0,0,0,MIX~2#:#WHITE~2,1.0#:#1.0,1.0,1.0,1
1254,BREAST_CUTS,5,3345,0,4,0,0,0,0,BREAST~2#:#CUTS~2,2.5#:#2.5,2.5,2.5,1
1255,CUTS_SLICED,4,3345,0,4,0,0,0,0,CUTS~2#:#SLICED~2,2.0#:#2.0,2.0,2.0,1
1256,FRESH_WHOLE,6,3345,1,4,0,0,0,0,FRESH~3#:#WHOLE~2,2.0#:#3.0,3.0,2.0,1
1257,FROZEN_WHOLE,2,3345,0,4,0,0,0,0,FROZEN~2#:#WHOLE~2,1.0#:#1.0,1.0,1.0,1
1258,CHICKEN_LARGE,2,3345,0,4,0,0,0,0,CHICKEN~3#:#LARGE~2,0.67#:#1.0,1.0,0.67,0
1259,FRESH_LARGE,27,3345,1,4,0,0,0,0,FRESH~3#:#LARGE~2,9.0#:#13.5,13.5,9.0,1
1260,FRESH_SIZE,31,3345,1,4,0,0,0,0,FRESH~3#:#SIZE~2,10.33#:#15.5,15.5,10.33,1
1261,LARGE_WHOLE,2,3345,0,4,0,0,0,0,LARGE~2#:#WHOLE~2,1.0#:#1.0,1.0,1.0,1
1262,SIZE_WHOLE,2,3345,0,4,0,0,0,0,SIZE~2#:#WHOLE~2,1.0#:#1.0,1.0,1.0,1
1263,CHICKEN_EXTRA,3,3345,1,4,0,0,0,0,CHICKEN~3#:#EXTRA~2,1.0#:#1.5,1.5,1.0,1
1264,EXTRA_FRESH,11,3345,2,4,0,0,0,0,EXTRA~2#:#FRESH~3,5.5#:#3.67,5.5,3.67,1
1265,EXTRA_PACK,2,3345,2,4,0,0,0,0,EXTRA~2#:#PACK~3,1.0#:#0.67,1.0,0.67,0
1266,PACK_SIZE,3,3345,1,4,0,0,0,0,PACK~3#:#SIZE~2,1.0#:#1.5,1.5,1.0,1
1267,PACK_WHOLE,8,3345,1,4,0,0,0,0,PACK~3#:#WHOLE~2,2.67#:#4.0,4.0,2.67,1
1268,EXTRA_LARGE,4,3345,1,4,0,0,0,0,EXTRA~2#:#LARGE~2,2.0#:#2.0,2.0,2.0,1
1269,BACON_CHICKEN,11,3345,0,4,0,0,0,0,BACON~2#:#CHICKEN~3,5.5#:#3.67,5.5,3.67,1
1270,BACON_FRESH,6,3345,1,4,0,0,0,0,BACON~2#:#FRESH~3,3.0#:#2.0,3.0,2.0,1
1271,BACON_MEAL,2,3345,0,4,0,0,0,0,BACON~2#:#MEAL~2,1.0#:#1.0,1.0,1.0,1
1272,BACON_SLICED,5,3345,0,4,0,0,0,0,BACON~2#:#SLICED~2,2.5#:#2.5,2.5,2.5,1
1273,BACON_SMOKE,5,3345,0,4,0,0,0,0,BACON~2#:#SMOKE~2,2.5#:#2.5,2.5,2.5,1
1274,BACON_STYLE,6,3345,0,4,0,0,0,0,BACON~2#:#STYLE~2,3.0#:#3.0,3.0,3.0,1
1275,MEAL_SLICED,2,3345,0,4,0,0,0,0,MEAL~2#:#SLICED~2,1.0#:#1.0,1.0,1.0,1
1276,MEAL_SMOKE,2,3345,0,4,0,0,0,0,MEAL~2#:#SMOKE~2,1.0#:#1.0,1.0,1.0,1
1277,MEAL_STYLE,3,3345,0,4,0,0,0,0,MEAL~2#:#STYLE~2,1.5#:#1.5,1.5,1.5,1
1278,FLAVOUR_FRESH,5,3345,2,4,0,0,0,0,FLAVOUR~3#:#FRESH~3,1.67#:#1.67,1.67,1.67,1
1279,BACON_FLAVOUR,2,3345,1,4,0,0,0,0,BACON~2#:#FLAVOUR~3,1.0#:#0.67,1.0,0.67,0
1280,FLAVOUR_PEPPERS,4,3345,1,4,0,0,0,0,FLAVOUR~3#:#PEPPERS~2,1.33#:#2.0,2.0,1.33,1
1281,FLAVOUR_STYLE,4,3345,1,4,0,0,0,0,FLAVOUR~3#:#STYLE~2,1.33#:#2.0,2.0,1.33,1
1282,FRESH_PEPPERS,15,3345,1,4,0,0,0,0,FRESH~3#:#PEPPERS~2,5.0#:#7.5,7.5,5.0,1
1283,PEPPERS_SMOKE,2,3345,0,4,0,0,0,0,PEPPERS~2#:#SMOKE~2,1.0#:#1.0,1.0,1.0,1
1284,AND_STYLE,2,3345,0,4,0,0,0,0,AND~2#:#STYLE~2,1.0#:#1.0,1.0,1.0,1
1285,CUTS_FRENCH,2,3345,0,4,0,0,0,0,CUTS~2#:#FRENCH~2,1.0#:#1.0,1.0,1.0,1
1286,FRENCH_PREMIUM,2,3345,0,4,0,0,0,0,FRENCH~2#:#PREMIUM~2,1.0#:#1.0,1.0,1.0,1
1287,CHICKEN_CUBES,4,3345,0,4,0,0,0,0,CHICKEN~3#:#CUBES~2,1.33#:#2.0,2.0,1.33,1
1288,CHICKEN_GOOD,9,3345,0,4,0,0,0,0,CHICKEN~3#:#GOOD~2,3.0#:#4.5,4.5,3.0,1
1289,CHICKEN_REAL,9,3345,0,4,0,0,0,0,CHICKEN~3#:#REAL~2,3.0#:#4.5,4.5,3.0,1
1290,BREAST_CUBES,2,3345,0,4,0,0,0,0,BREAST~2#:#CUBES~2,1.0#:#1.0,1.0,1.0,1
1291,BONELESS_CUBES,3,3345,0,4,0,0,0,0,BONELESS~2#:#CUBES~2,1.5#:#1.5,1.5,1.5,1
1292,GODREJ_GOOD,9,3345,0,4,0,0,0,0,GODREJ~2#:#GOOD~2,4.5#:#4.5,4.5,4.5,1
1293,GODREJ_REAL,9,3345,0,4,0,0,0,0,GODREJ~2#:#REAL~2,4.5#:#4.5,4.5,4.5,1
