,comb_str,comb_freq,comb_size,imp_flag,bkt_below_10_cnt,bkt_10_20_cnt,bkt_20_50_cnt,bkt_50_100_cnt,bkt_100_above,comb_detail_str,conf_detail_str,conf_max,conf_min,conf_flag
1421,BREAST_PREMIUM,3,3345,0,4,0,0,0,0,BREAST~2#:#PREMIUM~2,1.5#:#1.5,1.5,1.5,1
1422,BAGELS_BREAD,14,3345,0,4,0,0,0,0,BAGELS~2#:#BREAD~2,7.0#:#7.0,7.0,7.0,1
1423,BAGELS_BREAKFAST,5,3345,0,4,0,0,0,0,BAGELS~2#:#BREAKFAST~2,2.5#:#2.5,2.5,2.5,1
1424,BAGELS_MODERN,10,3345,0,4,0,0,0,0,BAGELS~2#:#MODERN~2,5.0#:#5.0,5.0,5.0,1
1425,BAGELS_SOFT,10,3345,0,4,0,0,0,0,BAGELS~2#:#SOFT~2,5.0#:#5.0,5.0,5.0,1
1426,BAGELS_SPICY,2,3345,0,4,0,0,0,0,BAGELS~2#:#SPICY~2,1.0#:#1.0,1.0,1.0,1
1427,BREAD_BREAKFAST,16,3345,0,4,0,0,0,0,BREAD~2#:#BREAKFAST~2,8.0#:#8.0,8.0,8.0,1
1428,BREAD_MODERN,14,3345,0,4,0,0,0,0,BREAD~2#:#MODERN~2,7.0#:#7.0,7.0,7.0,1
1429,BREAD_SOFT,41,3345,0,4,0,0,0,0,BREAD~2#:#SOFT~2,20.5#:#20.5,20.5,20.5,1
1430,BREAD_SPICY,2,3345,0,4,0,0,0,0,BREAD~2#:#SPICY~2,1.0#:#1.0,1.0,1.0,1
1431,BREAKFAST_MODERN,4,3345,0,4,0,0,0,0,BREAKFAST~2#:#MODERN~2,2.0#:#2.0,2.0,2.0,1
1432,BREAKFAST_SOFT,9,3345,0,4,0,0,0,0,BREAKFAST~2#:#SOFT~2,4.5#:#4.5,4.5,4.5,1
1433,MODERN_SOFT,11,3345,0,4,0,0,0,0,MODERN~2#:#SOFT~2,5.5#:#5.5,5.5,5.5,1
1434,MODERN_SPICY,2,3345,0,4,0,0,0,0,MODERN~2#:#SPICY~2,1.0#:#1.0,1.0,1.0,1
1435,PUMPKIN_SOFT,3,3345,0,4,0,0,0,0,PUMPKIN~2#:#SOFT~2,1.5#:#1.5,1.5,1.5,1
1436,PUMPKIN_SPICY,4,3345,0,4,0,0,0,0,PUMPKIN~2#:#SPICY~2,2.0#:#2.0,2.0,2.0,1
1437,SOFT_SPICY,2,3345,0,4,0,0,0,0,SOFT~2#:#SPICY~2,1.0#:#1.0,1.0,1.0,1
1438,BREAD_CINNAMON,5,3345,0,4,0,0,0,0,BREAD~2#:#CINNAMON~2,2.5#:#2.5,2.5,2.5,1
1439,BREAKFAST_CINNAMON,5,3345,0,4,0,0,0,0,BREAKFAST~2#:#CINNAMON~2,2.5#:#2.5,2.5,2.5,1
1440,CINNAMON_SOFT,2,3345,0,4,0,0,0,0,CINNAMON~2#:#SOFT~2,1.0#:#1.0,1.0,1.0,1
1441,BREAD_PACK,13,3345,1,4,0,0,0,0,BREAD~2#:#PACK~3,6.5#:#4.33,6.5,4.33,1
1442,MODERN_PACK,5,3345,1,4,0,0,0,0,MODERN~2#:#PACK~3,2.5#:#1.67,2.5,1.67,1
1443,BAGELS_PACK,5,3345,1,4,0,0,0,0,BAGELS~2#:#PACK~3,2.5#:#1.67,2.5,1.67,1
1444,BLUEBERRY_PACK,6,3345,1,4,0,0,0,0,BLUEBERRY~2#:#PACK~3,3.0#:#2.0,3.0,2.0,1
1445,BLUEBERRY_BREAD,3,3345,0,4,0,0,0,0,BLUEBERRY~2#:#BREAD~2,1.5#:#1.5,1.5,1.5,1
1446,BLUEBERRY_MODERN,2,3345,0,4,0,0,0,0,BLUEBERRY~2#:#MODERN~2,1.0#:#1.0,1.0,1.0,1
1447,BAGELS_BLUEBERRY,2,3345,0,4,0,0,0,0,BAGELS~2#:#BLUEBERRY~2,1.0#:#1.0,1.0,1.0,1
1448,BLUEBERRY_SOFT,3,3345,0,4,0,0,0,0,BLUEBERRY~2#:#SOFT~2,1.5#:#1.5,1.5,1.5,1
1449,BREAD_FLAVOUR,5,3345,1,4,0,0,0,0,BREAD~2#:#FLAVOUR~3,2.5#:#1.67,2.5,1.67,1
1450,BAGELS_FLAVOUR,3,3345,1,4,0,0,0,0,BAGELS~2#:#FLAVOUR~3,1.5#:#1.0,1.5,1.0,1
1451,FLAVOUR_MODERN,3,3345,1,4,0,0,0,0,FLAVOUR~3#:#MODERN~2,1.0#:#1.5,1.5,1.0,1
1452,FLAVOUR_PIZZA,2,3345,1,4,0,0,0,0,FLAVOUR~3#:#PIZZA~2,0.67#:#1.0,1.0,0.67,0
1453,CHEESE_FLAVOUR,9,3345,1,4,0,0,0,0,CHEESE~3#:#FLAVOUR~3,3.0#:#3.0,3.0,3.0,1
1454,CHEDDAR_CHEESE,27,3345,0,4,0,0,0,0,CHEDDAR~2#:#CHEESE~3,13.5#:#9.0,13.5,9.0,1
1455,CHEESE_SPICY,2,3345,0,4,0,0,0,0,CHEESE~3#:#SPICY~2,0.67#:#1.0,1.0,0.67,0
1456,CHEDDAR_FLAVOUR,4,3345,1,4,0,0,0,0,CHEDDAR~2#:#FLAVOUR~3,2.0#:#1.33,2.0,1.33,1
1457,CHEDDAR_JALAPENO,2,3345,0,4,0,0,0,0,CHEDDAR~2#:#JALAPENO~2,1.0#:#1.0,1.0,1.0,1
1458,BREAD_BRITANNIA,27,3345,0,4,0,0,0,0,BREAD~2#:#BRITANNIA~3,13.5#:#9.0,13.5,9.0,1
1459,BAGELS_BRITANNIA,3,3345,0,4,0,0,0,0,BAGELS~2#:#BRITANNIA~3,1.5#:#1.0,1.5,1.0,1
1460,BREAD_SEEDS,2,3345,0,4,0,0,0,0,BREAD~2#:#SEEDS~2,1.0#:#1.0,1.0,1.0,1
1461,BRITANNIA_PLAIN,4,3345,0,4,0,0,0,0,BRITANNIA~3#:#PLAIN~2,1.33#:#2.0,2.0,1.33,1
1462,BRITANNIA_SOFT,26,3345,0,4,0,0,0,0,BRITANNIA~3#:#SOFT~2,8.67#:#13.0,13.0,8.67,1
1463,PACK_PLAIN,4,3345,1,4,0,0,0,0,PACK~3#:#PLAIN~2,1.33#:#2.0,2.0,1.33,1
1464,BAGELS_PLAIN,4,3345,0,4,0,0,0,0,BAGELS~2#:#PLAIN~2,2.0#:#2.0,2.0,2.0,1
1465,BREAD_PLAIN,4,3345,0,4,0,0,0,0,BREAD~2#:#PLAIN~2,2.0#:#2.0,2.0,2.0,1
1466,PLAIN_SOFT,4,3345,0,4,0,0,0,0,PLAIN~2#:#SOFT~2,2.0#:#2.0,2.0,2.0,1
1467,BREAD_FREE,5,3345,1,4,0,0,0,0,BREAD~2#:#FREE~2,2.5#:#2.5,2.5,2.5,1
1468,BREAD_GLUTEN,5,3345,0,4,0,0,0,0,BREAD~2#:#GLUTEN~2,2.5#:#2.5,2.5,2.5,1
1469,BREAKFAST_FREE,2,3345,1,4,0,0,0,0,BREAKFAST~2#:#FREE~2,1.0#:#1.0,1.0,1.0,1
1470,BREAKFAST_GLUTEN,2,3345,0,4,0,0,0,0,BREAKFAST~2#:#GLUTEN~2,1.0#:#1.0,1.0,1.0,1
1471,FREE_SOFT,3,3345,1,4,0,0,0,0,FREE~2#:#SOFT~2,1.5#:#1.5,1.5,1.5,1
1472,GLUTEN_SOFT,3,3345,0,4,0,0,0,0,GLUTEN~2#:#SOFT~2,1.5#:#1.5,1.5,1.5,1
1473,CLASSIC_PACK,6,3345,1,4,0,0,0,0,CLASSIC~2#:#PACK~3,3.0#:#2.0,3.0,2.0,1
1474,BREAD_CLASSIC,5,3345,0,4,0,0,0,0,BREAD~2#:#CLASSIC~2,2.5#:#2.5,2.5,2.5,1
1475,CLASSIC_SOFT,5,3345,0,4,0,0,0,0,CLASSIC~2#:#SOFT~2,2.5#:#2.5,2.5,2.5,1
1476,FLAVOUR_ONION,4,3345,1,4,0,0,0,0,FLAVOUR~3#:#ONION~2,1.33#:#2.0,2.0,1.33,1
1477,BREAD_ONION,2,3345,0,4,0,0,0,0,BREAD~2#:#ONION~2,1.0#:#1.0,1.0,1.0,1
1478,BAGELS_SWEET,3,3345,1,4,0,0,0,0,BAGELS~2#:#SWEET~2,1.5#:#1.5,1.5,1.5,1
1479,BREAD_SWEET,10,3345,1,4,0,0,0,0,BREAD~2#:#SWEET~2,5.0#:#5.0,5.0,5.0,1
1480,MODERN_SWEET,3,3345,1,4,0,0,0,0,MODERN~2#:#SWEET~2,1.5#:#1.5,1.5,1.5,1
1481,SOFT_SWEET,6,3345,1,4,0,0,0,0,SOFT~2#:#SWEET~2,3.0#:#3.0,3.0,3.0,1
1482,BAGELS_MINT,2,3345,1,4,0,0,0,0,BAGELS~2#:#MINT~2,1.0#:#1.0,1.0,1.0,1
1483,BLUEBERRY_BREAKFAST,2,3345,0,4,0,0,0,0,BLUEBERRY~2#:#BREAKFAST~2,1.0#:#1.0,1.0,1.0,1
1484,BLUEBERRY_MINT,2,3345,1,4,0,0,0,0,BLUEBERRY~2#:#MINT~2,1.0#:#1.0,1.0,1.0,1
1485,BREAD_MINT,2,3345,1,4,0,0,0,0,BREAD~2#:#MINT~2,1.0#:#1.0,1.0,1.0,1
1486,BREAKFAST_MINT,2,3345,1,4,0,0,0,0,BREAKFAST~2#:#MINT~2,1.0#:#1.0,1.0,1.0,1
1487,BREAKFAST_SWEET,7,3345,1,4,0,0,0,0,BREAKFAST~2#:#SWEET~2,3.5#:#3.5,3.5,3.5,1
1488,MINT_MODERN,2,3345,1,4,0,0,0,0,MINT~2#:#MODERN~2,1.0#:#1.0,1.0,1.0,1
1489,MINT_SOFT,4,3345,1,4,0,0,0,0,MINT~2#:#SOFT~2,2.0#:#2.0,2.0,2.0,1
1490,MINT_SWEET,4,3345,2,4,0,0,0,0,MINT~2#:#SWEET~2,2.0#:#2.0,2.0,2.0,1
1491,BRITANNIA_MUFFIN,10,3345,0,4,0,0,0,0,BRITANNIA~3#:#MUFFIN~2,3.33#:#5.0,5.0,3.33,1
1492,BRITANNIA_ENGLISH,7,3345,0,4,0,0,0,0,BRITANNIA~3#:#ENGLISH~2,2.33#:#3.5,3.5,2.33,1
1493,MUFFIN_PACK,10,3345,1,4,0,0,0,0,MUFFIN~2#:#PACK~3,5.0#:#3.33,5.0,3.33,1
1494,ENGLISH_PACK,6,3345,1,4,0,0,0,0,ENGLISH~2#:#PACK~3,3.0#:#2.0,3.0,2.0,1
1495,ENGLISH_MUFFIN,12,3345,0,4,0,0,0,0,ENGLISH~2#:#MUFFIN~2,6.0#:#6.0,6.0,6.0,1
1496,MUFFIN_PLAIN,2,3345,0,4,0,0,0,0,MUFFIN~2#:#PLAIN~2,1.0#:#1.0,1.0,1.0,1
1497,ENGLISH_PLAIN,2,3345,0,4,0,0,0,0,ENGLISH~2#:#PLAIN~2,1.0#:#1.0,1.0,1.0,1
1498,BREAKFAST_BRITANNIA,11,3345,0,4,0,0,0,0,BREAKFAST~2#:#BRITANNIA~3,5.5#:#3.67,5.5,3.67,1
1499,BRITANNIA_SWEET,8,3345,1,4,0,0,0,0,BRITANNIA~3#:#SWEET~2,2.67#:#4.0,4.0,2.67,1
1500,BREAKFAST_ENGLISH,5,3345,0,4,0,0,0,0,BREAKFAST~2#:#ENGLISH~2,2.5#:#2.5,2.5,2.5,1
1501,BREAKFAST_MUFFIN,5,3345,0,4,0,0,0,0,BREAKFAST~2#:#MUFFIN~2,2.5#:#2.5,2.5,2.5,1
1502,BREAD_ENGLISH,6,3345,0,4,0,0,0,0,BREAD~2#:#ENGLISH~2,3.0#:#3.0,3.0,3.0,1
1503,BREAD_MUFFIN,5,3345,0,4,0,0,0,0,BREAD~2#:#MUFFIN~2,2.5#:#2.5,2.5,2.5,1
1504,ENGLISH_SOFT,3,3345,0,4,0,0,0,0,ENGLISH~2#:#SOFT~2,1.5#:#1.5,1.5,1.5,1
1505,MUFFIN_SOFT,3,3345,0,4,0,0,0,0,MUFFIN~2#:#SOFT~2,1.5#:#1.5,1.5,1.5,1
1506,BRITANNIA_LOW,4,3345,0,4,0,0,0,0,BRITANNIA~3#:#LOW~2,1.33#:#2.0,2.0,1.33,1
1507,BRITANNIA_ORIGINAL,4,3345,1,4,0,0,0,0,BRITANNIA~3#:#ORIGINAL~2,1.33#:#2.0,2.0,1.33,1
1508,BREAKFAST_ORIGINAL,2,3345,1,4,0,0,0,0,BREAKFAST~2#:#ORIGINAL~2,1.0#:#1.0,1.0,1.0,1
1509,BRITANNIA_BROWN,2,3345,1,4,0,0,0,0,BRITANNIA~3#:#BROWN~2,0.67#:#1.0,1.0,0.67,0
1510,BRITANNIA_CINNAMON,3,3345,0,4,0,0,0,0,BRITANNIA~3#:#CINNAMON~2,1.0#:#1.5,1.5,1.0,1
1511,BRITANNIA_LOAF,14,3345,0,4,0,0,0,0,BRITANNIA~3#:#LOAF~2,4.67#:#7.0,7.0,4.67,1
1512,BRITANNIA_OATS,2,3345,0,4,0,0,0,0,BRITANNIA~3#:#OATS~2,0.67#:#1.0,1.0,0.67,0
1513,BRITANNIA_SUGAR,5,3345,1,4,0,0,0,0,BRITANNIA~3#:#SUGAR~2,1.67#:#2.5,2.5,1.67,1
1514,BREAKFAST_LOAF,6,3345,0,4,0,0,0,0,BREAKFAST~2#:#LOAF~2,3.0#:#3.0,3.0,3.0,1
1515,BREAD_LOAF,32,3345,0,4,0,0,0,0,BREAD~2#:#LOAF~2,16.0#:#16.0,16.0,16.0,1
1516,BREAD_OATS,2,3345,0,4,0,0,0,0,BREAD~2#:#OATS~2,1.0#:#1.0,1.0,1.0,1
1517,BROWN_OATS,2,3345,1,4,0,0,0,0,BROWN~2#:#OATS~2,1.0#:#1.0,1.0,1.0,1
1518,CINNAMON_LOAF,4,3345,0,4,0,0,0,0,CINNAMON~2#:#LOAF~2,2.0#:#2.0,2.0,2.0,1
1519,CINNAMON_OATS,2,3345,0,4,0,0,0,0,CINNAMON~2#:#OATS~2,1.0#:#1.0,1.0,1.0,1
1520,CINNAMON_SUGAR,3,3345,1,4,0,0,0,0,CINNAMON~2#:#SUGAR~2,1.5#:#1.5,1.5,1.5,1
1521,LOAF_OATS,2,3345,0,4,0,0,0,0,LOAF~2#:#OATS~2,1.0#:#1.0,1.0,1.0,1
1522,LOAF_SOFT,15,3345,0,4,0,0,0,0,LOAF~2#:#SOFT~2,7.5#:#7.5,7.5,7.5,1
1523,OATS_SOFT,2,3345,0,4,0,0,0,0,OATS~2#:#SOFT~2,1.0#:#1.0,1.0,1.0,1
1524,OATS_SUGAR,2,3345,1,4,0,0,0,0,OATS~2#:#SUGAR~2,1.0#:#1.0,1.0,1.0,1
1525,SOFT_SUGAR,3,3345,1,4,0,0,0,0,SOFT~2#:#SUGAR~2,1.5#:#1.5,1.5,1.5,1
1526,BRITANNIA_FREE,3,3345,1,4,0,0,0,0,BRITANNIA~3#:#FREE~2,1.0#:#1.5,1.5,1.0,1
1527,BRITANNIA_GLUTEN,2,3345,0,4,0,0,0,0,BRITANNIA~3#:#GLUTEN~2,0.67#:#1.0,1.0,0.67,0
1528,CINNAMON_SWEET,3,3345,1,4,0,0,0,0,CINNAMON~2#:#SWEET~2,1.5#:#1.5,1.5,1.5,1
1529,FREE_LOAF,3,3345,1,4,0,0,0,0,FREE~2#:#LOAF~2,1.5#:#1.5,1.5,1.5,1
1530,FREE_SWEET,3,3345,2,4,0,0,0,0,FREE~2#:#SWEET~2,1.5#:#1.5,1.5,1.5,1
1531,GLUTEN_LOAF,3,3345,0,4,0,0,0,0,GLUTEN~2#:#LOAF~2,1.5#:#1.5,1.5,1.5,1
1532,GLUTEN_SWEET,2,3345,1,4,0,0,0,0,GLUTEN~2#:#SWEET~2,1.0#:#1.0,1.0,1.0,1
1533,LOAF_SWEET,6,3345,1,4,0,0,0,0,LOAF~2#:#SWEET~2,3.0#:#3.0,3.0,3.0,1
1534,BREAD_SLICED,4,3345,0,4,0,0,0,0,BREAD~2#:#SLICED~2,2.0#:#2.0,2.0,2.0,1
1535,BREAD_GOLD#HARVEST,24,3345,0,4,0,0,0,0,BREAD~2#:#GOLD#HARVEST~2,12.0#:#12.0,12.0,12.0,1
1536,SLICED_SOFT,3,3345,0,4,0,0,0,0,SLICED~2#:#SOFT~2,1.5#:#1.5,1.5,1.5,1
1537,GOLD#HARVEST_SLICED,4,3345,0,4,0,0,0,0,GOLD#HARVEST~2#:#SLICED~2,2.0#:#2.0,2.0,2.0,1
1538,GOLD#HARVEST_SOFT,12,3345,0,4,0,0,0,0,GOLD#HARVEST~2#:#SOFT~2,6.0#:#6.0,6.0,6.0,1
1539,BRITANNIA_FLAVOUR,11,3345,1,4,0,0,0,0,BRITANNIA~3#:#FLAVOUR~3,3.67#:#3.67,3.67,3.67,1
1540,BRITANNIA_SEASONING,2,3345,0,4,0,0,0,0,BRITANNIA~3#:#SEASONING~2,0.67#:#1.0,1.0,0.67,0
1541,FLAVOUR_SEASONING,2,3345,1,4,0,0,0,0,FLAVOUR~3#:#SEASONING~2,0.67#:#1.0,1.0,0.67,0
1542,BREAD_SEASONING,2,3345,0,4,0,0,0,0,BREAD~2#:#SEASONING~2,1.0#:#1.0,1.0,1.0,1
1543,GOLD#HARVEST_LOAF,14,3345,0,4,0,0,0,0,GOLD#HARVEST~2#:#LOAF~2,7.0#:#7.0,7.0,7.0,1
1544,GOLD#HARVEST_SWEET,3,3345,1,4,0,0,0,0,GOLD#HARVEST~2#:#SWEET~2,1.5#:#1.5,1.5,1.5,1
1545,BRITANNIA_WHITE,8,3345,1,4,0,0,0,0,BRITANNIA~3#:#WHITE~2,2.67#:#4.0,4.0,2.67,1
1546,BREAD_WHITE,5,3345,1,4,0,0,0,0,BREAD~2#:#WHITE~2,2.5#:#2.5,2.5,2.5,1
1547,LOAF_WHITE,4,3345,1,4,0,0,0,0,LOAF~2#:#WHITE~2,2.0#:#2.0,2.0,2.0,1
1548,BRITANNIA_PREMIUM,2,3345,0,4,0,0,0,0,BRITANNIA~3#:#PREMIUM~2,0.67#:#1.0,1.0,0.67,0
1549,BREAD_PREMIUM,3,3345,0,4,0,0,0,0,BREAD~2#:#PREMIUM~2,1.5#:#1.5,1.5,1.5,1
1550,CLASSIC_LOAF,2,3345,0,4,0,0,0,0,CLASSIC~2#:#LOAF~2,1.0#:#1.0,1.0,1.0,1
1551,CLASSIC_WHITE,4,3345,1,4,0,0,0,0,CLASSIC~2#:#WHITE~2,2.0#:#2.0,2.0,2.0,1
1552,LOAF_PREMIUM,3,3345,0,4,0,0,0,0,LOAF~2#:#PREMIUM~2,1.5#:#1.5,1.5,1.5,1
1553,PREMIUM_SOFT,3,3345,0,4,0,0,0,0,PREMIUM~2#:#SOFT~2,1.5#:#1.5,1.5,1.5,1
1554,SOFT_WHITE,4,3345,1,4,0,0,0,0,SOFT~2#:#WHITE~2,2.0#:#2.0,2.0,2.0,1
1555,BREAD_SANDWICH,15,3345,0,4,0,0,0,0,BREAD~2#:#SANDWICH~2,7.5#:#7.5,7.5,7.5,1
1556,LOAF_SANDWICH,13,3345,0,4,0,0,0,0,LOAF~2#:#SANDWICH~2,6.5#:#6.5,6.5,6.5,1
1557,SANDWICH_SOFT,8,3345,0,4,0,0,0,0,SANDWICH~2#:#SOFT~2,4.0#:#4.0,4.0,4.0,1
1558,GOLD#HARVEST_SANDWICH,11,3345,0,4,0,0,0,0,GOLD#HARVEST~2#:#SANDWICH~2,5.5#:#5.5,5.5,5.5,1
1559,BREAD_CRACKERS,2,3345,0,4,0,0,0,0,BREAD~2#:#CRACKERS~2,1.0#:#1.0,1.0,1.0,1
1560,BREAD_STYLE,5,3345,0,4,0,0,0,0,BREAD~2#:#STYLE~2,2.5#:#2.5,2.5,2.5,1
1561,BREAD_WHEAT,8,3345,0,4,0,0,0,0,BREAD~2#:#WHEAT~2,4.0#:#4.0,4.0,4.0,1
1562,CRACKERS_LOAF,2,3345,0,4,0,0,0,0,CRACKERS~2#:#LOAF~2,1.0#:#1.0,1.0,1.0,1
1563,CRACKERS_STYLE,2,3345,0,4,0,0,0,0,CRACKERS~2#:#STYLE~2,1.0#:#1.0,1.0,1.0,1
1564,CRACKERS_WHEAT,2,3345,0,4,0,0,0,0,CRACKERS~2#:#WHEAT~2,1.0#:#1.0,1.0,1.0,1
1565,CRACKERS_GOLD#HARVEST,2,3345,0,4,0,0,0,0,CRACKERS~2#:#GOLD#HARVEST~2,1.0#:#1.0,1.0,1.0,1
1566,LOAF_STYLE,4,3345,0,4,0,0,0,0,LOAF~2#:#STYLE~2,2.0#:#2.0,2.0,2.0,1
1567,LOAF_WHEAT,5,3345,0,4,0,0,0,0,LOAF~2#:#WHEAT~2,2.5#:#2.5,2.5,2.5,1
1568,SANDWICH_STYLE,3,3345,0,4,0,0,0,0,SANDWICH~2#:#STYLE~2,1.5#:#1.5,1.5,1.5,1
1569,SANDWICH_WHEAT,5,3345,0,4,0,0,0,0,SANDWICH~2#:#WHEAT~2,2.5#:#2.5,2.5,2.5,1
1570,STYLE_WHEAT,2,3345,0,4,0,0,0,0,STYLE~2#:#WHEAT~2,1.0#:#1.0,1.0,1.0,1
1571,GOLD#HARVEST_STYLE,2,3345,0,4,0,0,0,0,GOLD#HARVEST~2#:#STYLE~2,1.0#:#1.0,1.0,1.0,1
1572,GOLD#HARVEST_WHEAT,6,3345,0,4,0,0,0,0,GOLD#HARVEST~2#:#WHEAT~2,3.0#:#3.0,3.0,3.0,1
1573,BREAD_HEALTH,8,3345,0,4,0,0,0,0,BREAD~2#:#HEALTH~2,4.0#:#4.0,4.0,4.0,1
1574,BREAD_PERCENT,2,3345,0,4,0,0,0,0,BREAD~2#:#PERCENT~2,1.0#:#1.0,1.0,1.0,1
1575,BREAD_WHOLE,3,3345,0,4,0,0,0,0,BREAD~2#:#WHOLE~2,1.5#:#1.5,1.5,1.5,1
1576,HEALTH_LOAF,5,3345,0,4,0,0,0,0,HEALTH~2#:#LOAF~2,2.5#:#2.5,2.5,2.5,1
1577,HEALTH_PERCENT,2,3345,0,4,0,0,0,0,HEALTH~2#:#PERCENT~2,1.0#:#1.0,1.0,1.0,1
1578,HEALTH_SANDWICH,6,3345,0,4,0,0,0,0,HEALTH~2#:#SANDWICH~2,3.0#:#3.0,3.0,3.0,1
1579,HEALTH_WHEAT,2,3345,0,4,0,0,0,0,HEALTH~2#:#WHEAT~2,1.0#:#1.0,1.0,1.0,1
1580,HEALTH_WHOLE,2,3345,0,4,0,0,0,0,HEALTH~2#:#WHOLE~2,1.0#:#1.0,1.0,1.0,1
1581,GOLD#HARVEST_HEALTH,7,3345,0,4,0,0,0,0,GOLD#HARVEST~2#:#HEALTH~2,3.5#:#3.5,3.5,3.5,1
1582,PERCENT_SANDWICH,2,3345,0,4,0,0,0,0,PERCENT~2#:#SANDWICH~2,1.0#:#1.0,1.0,1.0,1
1583,PERCENT_WHEAT,2,3345,0,4,0,0,0,0,PERCENT~2#:#WHEAT~2,1.0#:#1.0,1.0,1.0,1
1584,PERCENT_WHOLE,2,3345,0,4,0,0,0,0,PERCENT~2#:#WHOLE~2,1.0#:#1.0,1.0,1.0,1
1585,GOLD#HARVEST_PERCENT,2,3345,0,4,0,0,0,0,GOLD#HARVEST~2#:#PERCENT~2,1.0#:#1.0,1.0,1.0,1
1586,SANDWICH_WHOLE,2,3345,0,4,0,0,0,0,SANDWICH~2#:#WHOLE~2,1.0#:#1.0,1.0,1.0,1
1587,SOFT_WHEAT,3,3345,0,4,0,0,0,0,SOFT~2#:#WHEAT~2,1.5#:#1.5,1.5,1.5,1
1588,WHEAT_WHOLE,7,3345,0,4,0,0,0,0,WHEAT~2#:#WHOLE~2,3.5#:#3.5,3.5,3.5,1
1589,GOLD#HARVEST_WHOLE,3,3345,0,4,0,0,0,0,GOLD#HARVEST~2#:#WHOLE~2,1.5#:#1.5,1.5,1.5,1
1590,BRITANNIA_SANDWICH,7,3345,0,4,0,0,0,0,BRITANNIA~3#:#SANDWICH~2,2.33#:#3.5,3.5,2.33,1
1591,BREAD_MULTIGRAIN,6,3345,0,4,0,0,0,0,BREAD~2#:#MULTIGRAIN~2,3.0#:#3.0,3.0,3.0,1
1592,LOAF_MULTIGRAIN,2,3345,0,4,0,0,0,0,LOAF~2#:#MULTIGRAIN~2,1.0#:#1.0,1.0,1.0,1
1593,LOAF_SLICED,4,3345,0,4,0,0,0,0,LOAF~2#:#SLICED~2,2.0#:#2.0,2.0,2.0,1
1594,MULTIGRAIN_SANDWICH,2,3345,0,4,0,0,0,0,MULTIGRAIN~2#:#SANDWICH~2,1.0#:#1.0,1.0,1.0,1
1595,GOLD#HARVEST_MULTIGRAIN,4,3345,0,4,0,0,0,0,GOLD#HARVEST~2#:#MULTIGRAIN~2,2.0#:#2.0,2.0,2.0,1
1596,SANDWICH_SLICED,5,3345,0,4,0,0,0,0,SANDWICH~2#:#SLICED~2,2.5#:#2.5,2.5,2.5,1
1597,CLASSIC_SANDWICH,2,3345,0,4,0,0,0,0,CLASSIC~2#:#SANDWICH~2,1.0#:#1.0,1.0,1.0,1
1598,SANDWICH_WHITE,2,3345,1,4,0,0,0,0,SANDWICH~2#:#WHITE~2,1.0#:#1.0,1.0,1.0,1
1599,LOAF_ORGANIC,5,3345,0,4,0,0,0,0,LOAF~2#:#ORGANIC~3,2.5#:#1.67,2.5,1.67,1
1600,BREAD_ORGANIC,5,3345,0,4,0,0,0,0,BREAD~2#:#ORGANIC~3,2.5#:#1.67,2.5,1.67,1
1601,ORGANIC_SANDWICH,3,3345,0,4,0,0,0,0,ORGANIC~3#:#SANDWICH~2,1.0#:#1.5,1.5,1.0,1
1602,ORGANIC_WHITE,5,3345,1,4,0,0,0,0,ORGANIC~3#:#WHITE~2,1.67#:#2.5,2.5,1.67,1
1603,GOLD#HARVEST_ORGANIC,5,3345,0,4,0,0,0,0,GOLD#HARVEST~2#:#ORGANIC~3,2.5#:#1.67,2.5,1.67,1
1604,BRITANNIA_RICH,3,3345,0,4,0,0,0,0,BRITANNIA~3#:#RICH~2,1.0#:#1.5,1.5,1.0,1
1605,HEALTH_ORGANIC,4,3345,0,4,0,0,0,0,HEALTH~2#:#ORGANIC~3,2.0#:#1.33,2.0,1.33,1
1606,ORGANIC_SLICED,4,3345,0,4,0,0,0,0,ORGANIC~3#:#SLICED~2,1.33#:#2.0,2.0,1.33,1
1607,HEALTH_THIN,3,3345,0,4,0,0,0,0,HEALTH~2#:#THIN~2,1.5#:#1.5,1.5,1.5,1
1608,BREAD_THIN,3,3345,0,4,0,0,0,0,BREAD~2#:#THIN~2,1.5#:#1.5,1.5,1.5,1
1609,GOLD#HARVEST_THIN,3,3345,0,4,0,0,0,0,GOLD#HARVEST~2#:#THIN~2,1.5#:#1.5,1.5,1.5,1
1610,HONEY_SOFT,2,3345,1,4,0,0,0,0,HONEY~2#:#SOFT~2,1.0#:#1.0,1.0,1.0,1
1611,SANDWICH_SWEET,2,3345,1,4,0,0,0,0,SANDWICH~2#:#SWEET~2,1.0#:#1.0,1.0,1.0,1
1612,BRITANNIA_STYLE,6,3345,0,4,0,0,0,0,BRITANNIA~3#:#STYLE~2,2.0#:#3.0,3.0,2.0,1
1613,SOFT_STYLE,5,3345,0,4,0,0,0,0,SOFT~2#:#STYLE~2,2.5#:#2.5,2.5,2.5,1
1614,BAKERY_BREAD,8,3345,0,4,0,0,0,0,BAKERY~2#:#BREAD~2,4.0#:#4.0,4.0,4.0,1
1615,BAKERY_LOAF,4,3345,0,4,0,0,0,0,BAKERY~2#:#LOAF~2,2.0#:#2.0,2.0,2.0,1
1616,BAKERY_MULTIGRAIN,2,3345,0,4,0,0,0,0,BAKERY~2#:#MULTIGRAIN~2,1.0#:#1.0,1.0,1.0,1
