,ing_id,cls_rep_id
1117,10239,10295
1118,10222,10295
1119,10223,10295
1120,11349,10295
1121,10159,10159
1122,10161,10161
1123,11069,11069
1124,11073,11073
1125,11075,11075
1126,11083,11075
1127,11076,11076
1128,20702,20702
1129,20706,20706
1130,20643,20643
1131,20654,20654
1132,20666,20666
1133,20697,20697
1134,20759,20759
1135,20832,20832
1136,20877,20877
1137,20914,20914
1138,21003,21003
1139,20808,20808
1140,20017,20017
1141,20032,20032
1142,20040,20040
1143,20043,20043
1144,20340,20340
1145,20382,20382
1146,20540,20540
1147,20543,20543
1148,20438,20438
1149,20459,20459
1150,20462,20459
1151,20485,20485
1152,20488,20485
1153,20502,20502
1154,20511,20511
1155,20062,20062
1156,20084,20084
1157,20093,20093
1158,20126,20126
1159,20139,20139
1160,20168,20168
1161,20186,20168
1162,20585,20585
1163,20589,20589
1164,10561,10561
1165,10743,10743
1166,10887,10887
1167,10891,10887
1168,10879,10887
1169,10032,10032
1170,10655,10655
1171,10672,10672
1172,10680,10680
1173,11264,11264
1174,11158,11158
1175,11150,11158
1176,11157,11157
1177,11395,11395
1178,10448,10448
1179,10457,10448
1180,10484,10484
1181,10485,10484
1182,10510,10510
1183,10512,10512
1184,10513,10512
1185,10281,10281
1186,10280,10281
1187,10300,10300
1188,10305,10300
1189,11000,11000
1190,11005,11005
1191,11067,11067
1192,20708,20708
1193,20712,20712
1194,20856,20856
1195,20938,20938
1196,20945,20945
1197,20952,20952
1198,20966,20966
1199,21007,21007
1200,21008,21007
1201,20682,20682
1202,20717,20717
1203,20736,20736
1204,20735,20736
1205,20774,20774
1206,20798,20798
1207,20830,20830
1208,20809,20809
1209,20811,20809
1210,20810,20810
1211,20007,20007
1212,20266,20266
1213,20322,20322
1214,20358,20358
1215,20532,20532
1216,20416,20416
1217,20490,20490
1218,20489,20490
1219,11303,20490
1220,11307,20490
1221,11301,20490
1222,20091,20091
1223,20095,20095
1224,20117,20117
1225,20135,20135
1226,20145,20145
1227,20173,20173
1228,20571,20571
1229,20582,20582
1230,20600,20600
1231,20604,20604
1232,20951,20951
1233,20950,20951
1234,10442,10442
1235,11120,11120
1236,10742,10742
1237,10753,10753
1238,10995,10995
1239,10996,10996
1240,10857,10857
1241,10847,10857
1242,10111,10857
1243,10782,10782
1244,20484,10782
1245,20486,10782
1246,10398,10398
1247,10628,10628
1248,10629,10629
1249,10630,10629
1250,20359,10629
1251,10686,10686
1252,10695,10695
1253,10211,10211
1254,10209,10211
1255,11390,11390
1256,11391,11390
1257,11249,11249
1258,11138,11138
1259,11168,11168
1260,11169,11168
1261,11396,11396
1262,11397,11396
1263,10496,10496
1264,10740,10740
1265,10009,10009
1266,10297,10009
1267,10274,10274
1268,10285,10285
1269,10156,10156
1270,11030,10156
1271,10160,10160
1272,10165,10165
1273,10171,10171
1274,11006,11006
1275,11070,11070
1276,20560,20560
1277,20836,20836
1278,20690,20690
1279,20718,20718
1280,20741,20741
1281,20768,20768
1282,20795,20795
1283,20886,20886
1284,20892,20892
1285,20909,20909
1286,20931,20931
1287,20819,20819
1288,20871,20871
1289,20004,20004
1290,20011,20011
1291,20296,20296
1292,20309,20309
1293,20325,20325
1294,20354,20354
1295,20038,20354
1296,20524,20524
1297,20525,20525
1298,20534,20534
1299,20441,20441
1300,20476,20476
1301,20500,20500
1302,20507,20507
1303,20510,20507
1304,20089,20089
1305,20097,20097
1306,10699,20097
1307,20098,20098
1308,20140,20140
1309,20163,20163
1310,20165,20165
1311,20174,20174
1312,20176,20176
1313,20182,20182
1314,20569,20569
1315,20580,20580
1316,20581,20581
1317,20592,20592
1318,20609,20609
1319,20611,20609
1320,21014,21014
1321,10438,10438
1322,11144,11144
1323,10976,10976
1324,10183,10183
1325,10941,10941
1326,10837,10837
1327,10884,10884
1328,10430,10430
1329,10585,10585
1330,10583,10585
1331,10733,10733
1332,10723,10723
1333,11352,11352
1334,11262,11262
1335,11268,11262
1336,10215,11262
1337,10444,10444
1338,10535,10535
1339,10507,10535
1340,10275,10275
1341,11074,11074
1342,11085,11085
1343,11086,11086
1344,20848,20848
1345,20657,20657
1346,20659,20657
1347,20661,20661
1348,20664,20661
1349,20669,20669
1350,20676,20676
1351,20674,20674
1352,20677,20677
1353,20719,20719
1354,20762,20762
1355,20780,20780
1356,20785,20785
1357,20793,20793
1358,20812,20812
1359,20822,20822
1360,20821,20822
1361,20829,20829
1362,20828,20829
1363,20927,20927
1364,20928,20927
1365,20929,20927
1366,20979,20979
1367,21004,21004
1368,20803,20803
1369,20015,20015
1370,20021,20021
1371,20306,20306
1372,20333,20333
1373,20332,20333
1374,20343,20343
1375,20542,20542
1376,20523,20523
1377,20546,20546
1378,20538,20546
1379,20422,20422
1380,20054,20054
1381,20058,20058
1382,20056,20058
1383,20079,20079
1384,20085,20085
1385,20115,20115
1386,10005,20115
1387,20128,20128
1388,20155,20155
1389,20162,20162
1390,20170,20170
1391,20596,20596
1392,20606,20606
1393,20618,20618
1394,20700,20700
1395,20766,20766
1396,20937,20937
1397,20990,20990
1398,20996,20996
1399,10145,10145
1400,10974,10974
1401,10825,10825
1402,10118,10118
1403,10883,10118
1404,10882,10882
1405,10924,10924
1406,10142,10924
1407,10860,10924
1408,10783,10924
1409,10607,10607
1410,20211,10607
1411,10664,10664
1412,10681,10681
1413,10683,10681
1414,10682,10682
1415,11260,11260
1416,11261,11260
1417,11155,11155
1418,11156,11155
1419,10489,10489
1420,10509,10509
1421,10283,10283
1422,20108,10283
1423,11081,11081
1424,20958,20958
1425,20994,20994
1426,21028,21028
1427,20631,20631
1428,20641,20641
1429,20683,20683
1430,20725,20725
1431,20775,20775
1432,20825,20825
1433,20917,20917
1434,20926,20926
1435,20865,20865
1436,20028,20028
1437,20049,20049
1438,20237,20237
1439,20323,20323
1440,20331,20331
1441,20355,20355
1442,20388,20388
1443,20530,20530
1444,20526,20530
1445,20404,20404
1446,20406,20406
1447,20423,20423
1448,20425,20425
1449,20433,20433
1450,20435,20433
1451,20466,20466
1452,20468,20466
1453,20469,20469
1454,20060,20060
1455,20138,20138
1456,20158,20158
1457,20177,20177
1458,20597,20597
1459,20598,20598
1460,20619,20619
1461,20620,20620
1462,20671,20671
1463,20723,20723
1464,20944,20944
1465,21024,21024
1466,20010,20010
1467,10441,10441
1468,10254,10254
1469,11129,11129
1470,10012,10012
1471,11142,11142
1472,10979,10979
1473,10940,10940
1474,10942,10942
1475,10836,10836
1476,10140,10140
1477,10881,10881
1478,10120,10881
1479,10613,10613
1480,10634,10634
1481,11353,11353
1482,11257,11257
1483,11283,11283
1484,11287,11287
1485,11288,11287
1486,11290,11290
1487,11137,11137
1488,11170,11170
1489,11177,11177
1490,11398,11398
1491,10243,10243
1492,10461,10461
1493,10474,10461
1494,10006,10006
1495,10178,10178
1496,11065,11065
1497,21027,21027
1498,20695,20695
1499,20733,20733
1500,20797,20797
1501,20869,20869
1502,20891,20891
1503,20910,20910
1504,20922,20922
1505,20924,20924
1506,20020,20020
1507,20022,20022
1508,20023,20023
1509,20030,20030
1510,20214,20214
1511,20219,20219
1512,20215,20219
1513,20217,20219
1514,20251,20251
1515,20250,20251
1516,20256,20256
1517,20334,20334
1518,20336,20334
1519,20335,20335
1520,20345,20345
1521,20549,20549
1522,20522,20522
1523,20395,20395
1524,20397,20397
1525,20411,20411
1526,20414,20414
1527,20413,20414
1528,20445,20445
1529,20417,20445
1530,20460,20460
1531,20474,20474
1532,20508,20508
1533,20512,20512
1534,20072,20072
1535,20143,20143
1536,20149,20149
1537,20591,20591
1538,20734,20734
1539,20764,20764
1540,21009,21009
1541,10439,10439
1542,10266,10266
1543,10319,10319
1544,11145,11145
1545,10842,10842
1546,10880,10880
1547,10071,10071
1548,10610,10610
1549,10611,10610
1550,10082,10082
1551,10674,10674
1552,20310,10674
1553,10679,10679
1554,10696,10696
1555,10700,10700
1556,11271,11271
1557,11265,11271
1558,11266,11271
1559,11267,11271
1560,11382,11382
1561,10221,10221
1562,11291,10221
1563,11292,10221
1564,11233,11233
1565,11236,11233
1566,11375,11375
1567,10217,10217
1568,11318,11318
1569,11154,11154
1570,11166,11166
1571,10447,10447
1572,10455,10455
1573,10479,10479
1574,10737,10737
1575,10738,10737
1576,10169,10169
1577,11007,11007
1578,11082,11082
1579,20949,20949
1580,20956,20956
1581,20998,20998
1582,20647,20647
1583,20673,20673
1584,20679,20679
1585,20769,20769
1586,20776,20776
1587,20024,20024
1588,20037,20037
1589,20046,20046
1590,20199,20199
1591,20197,20199
1592,20206,20206
1593,20274,20274
1594,20271,20274
1595,20276,20276
1596,20291,20291
1597,20317,20317
1598,20318,20317
1599,20329,20329
1600,20519,20519
1601,20394,20394
1602,20407,20394
1603,20400,20400
1604,20401,20400
1605,20398,20400
1606,20402,20402
1607,20399,20402
1608,20432,20432
1609,20437,20437
1610,20457,20457
1611,20461,20461
1612,20467,20467
1613,20403,20467
1614,20463,20467
1615,20464,20467
1616,20465,20467
1617,20505,20505
1618,20504,20505
1619,20506,20505
1620,20094,20094
1621,20096,20094
1622,20142,20142
1623,20169,20169
1624,20617,20617
1625,20738,20738
1626,20749,20749
1627,20935,20935
1628,20936,20936
1629,20995,20995
1630,10436,10436
1631,20701,10436
1632,11123,11123
1633,11127,11127
1634,10978,10978
1635,20805,10978
1636,10194,10194
1637,10195,10194
1638,10196,10194
1639,10198,10194
1640,10199,10194
1641,10200,10194
1642,10201,10194
1643,10745,10745
1644,10994,10994
1645,10251,10251
1646,10885,10885
1647,20396,10885
1648,10787,10787
1649,10083,10083
1650,10668,10083
1651,10717,10717
1652,10240,10240
1653,10220,10220
1654,11286,10220
